index,task,phase,cl_result,run,tstamp,algorithm,manager,lwf_alpha,lwf_temperature,dense_size,ridge_result
7919,4,10,0.76,si_model_lwf,1695598847.0253816,lwf,True,0.7,1,512,0.758
7920,5,0,0.1,si_model_lwf,1695598847.0253816,lwf,True,0.7,1,512,0.693
7921,5,1,0.1,si_model_lwf,1695598847.0253816,lwf,True,0.7,1,512,0.724
7922,5,2,0.1,si_model_lwf,1695598847.0253816,lwf,True,0.7,1,512,0.735
7923,5,3,0.1,si_model_lwf,1695598847.0253816,lwf,True,0.7,1,512,0.752
7924,5,4,0.1,si_model_lwf,1695598847.0253816,lwf,True,0.7,1,512,0.758
7925,5,5,0.826,si_model_lwf,1695598847.0253816,lwf,True,0.7,1,512,0.82
7926,5,6,0.821,si_model_lwf,1695598847.0253816,lwf,True,0.7,1,512,0.811
7927,5,7,0.818,si_model_lwf,1695598847.0253816,lwf,True,0.7,1,512,0.814
7928,5,8,0.816,si_model_lwf,1695598847.0253816,lwf,True,0.7,1,512,0.809
7929,5,9,0.812,si_model_lwf,1695598847.0253816,lwf,True,0.7,1,512,0.809
7930,5,10,0.807,si_model_lwf,1695598847.0253816,lwf,True,0.7,1,512,0.803
7931,6,0,0.1,si_model_lwf,1695598847.0253816,lwf,True,0.7,1,512,0.646
7932,6,1,0.1,si_model_lwf,1695598847.0253816,lwf,True,0.7,1,512,0.694
7933,6,2,0.1,si_model_lwf,1695598847.0253816,lwf,True,0.7,1,512,0.726
7934,6,3,0.1,si_model_lwf,1695598847.0253816,lwf,True,0.7,1,512,0.724
7935,6,4,0.1,si_model_lwf,1695598847.0253816,lwf,True,0.7,1,512,0.728
7936,6,5,0.1,si_model_lwf,1695598847.0253816,lwf,True,0.7,1,512,0.736
7937,6,6,0.822,si_model_lwf,1695598847.0253816,lwf,True,0.7,1,512,0.823
7938,6,7,0.817,si_model_lwf,1695598847.0253816,lwf,True,0.7,1,512,0.82
7939,6,8,0.818,si_model_lwf,1695598847.0253816,lwf,True,0.7,1,512,0.802
7940,6,9,0.81,si_model_lwf,1695598847.0253816,lwf,True,0.7,1,512,0.803
7941,6,10,0.815,si_model_lwf,1695598847.0253816,lwf,True,0.7,1,512,0.81
7942,7,0,0.1,si_model_lwf,1695598847.0253816,lwf,True,0.7,1,512,0.608
7943,7,1,0.1,si_model_lwf,1695598847.0253816,lwf,True,0.7,1,512,0.636
7944,7,2,0.1,si_model_lwf,1695598847.0253816,lwf,True,0.7,1,512,0.675
7945,7,3,0.1,si_model_lwf,1695598847.0253816,lwf,True,0.7,1,512,0.677
7946,7,4,0.1,si_model_lwf,1695598847.0253816,lwf,True,0.7,1,512,0.685
7947,7,5,0.1,si_model_lwf,1695598847.0253816,lwf,True,0.7,1,512,0.691
7948,7,6,0.1,si_model_lwf,1695598847.0253816,lwf,True,0.7,1,512,0.696
7949,7,7,0.752,si_model_lwf,1695598847.0253816,lwf,True,0.7,1,512,0.741
7950,7,8,0.751,si_model_lwf,1695598847.0253816,lwf,True,0.7,1,512,0.731
7951,7,9,0.753,si_model_lwf,1695598847.0253816,lwf,True,0.7,1,512,0.742
7952,7,10,0.75,si_model_lwf,1695598847.0253816,lwf,True,0.7,1,512,0.74
7953,8,0,0.1,si_model_lwf,1695598847.0253816,lwf,True,0.7,1,512,0.745
7954,8,1,0.1,si_model_lwf,1695598847.0253816,lwf,True,0.7,1,512,0.777
7955,8,2,0.1,si_model_lwf,1695598847.0253816,lwf,True,0.7,1,512,0.802
7956,8,3,0.1,si_model_lwf,1695598847.0253816,lwf,True,0.7,1,512,0.792
7957,8,4,0.1,si_model_lwf,1695598847.0253816,lwf,True,0.7,1,512,0.813
7958,8,5,0.1,si_model_lwf,1695598847.0253816,lwf,True,0.7,1,512,0.815
7959,8,6,0.1,si_model_lwf,1695598847.0253816,lwf,True,0.7,1,512,0.819
7960,8,7,0.1,si_model_lwf,1695598847.0253816,lwf,True,0.7,1,512,0.825
7961,8,8,0.856,si_model_lwf,1695598847.0253816,lwf,True,0.7,1,512,0.845
7962,8,9,0.858,si_model_lwf,1695598847.0253816,lwf,True,0.7,1,512,0.834
7963,8,10,0.855,si_model_lwf,1695598847.0253816,lwf,True,0.7,1,512,0.844
7964,9,0,0.1,si_model_lwf,1695598847.0253816,lwf,True,0.7,1,512,0.616
7965,9,1,0.1,si_model_lwf,1695598847.0253816,lwf,True,0.7,1,512,0.633
7966,9,2,0.1,si_model_lwf,1695598847.0253816,lwf,True,0.7,1,512,0.652
7967,9,3,0.1,si_model_lwf,1695598847.0253816,lwf,True,0.7,1,512,0.652
7968,9,4,0.1,si_model_lwf,1695598847.0253816,lwf,True,0.7,1,512,0.667
7969,9,5,0.1,si_model_lwf,1695598847.0253816,lwf,True,0.7,1,512,0.662
7970,9,6,0.1,si_model_lwf,1695598847.0253816,lwf,True,0.7,1,512,0.667
7971,9,7,0.1,si_model_lwf,1695598847.0253816,lwf,True,0.7,1,512,0.676
7972,9,8,0.1,si_model_lwf,1695598847.0253816,lwf,True,0.7,1,512,0.678
7973,9,9,0.741,si_model_lwf,1695598847.0253816,lwf,True,0.7,1,512,0.73
7974,9,10,0.744,si_model_lwf,1695598847.0253816,lwf,True,0.7,1,512,0.728
7975,10,0,0.1,si_model_lwf,1695598847.0253816,lwf,True,0.7,1,512,0.691
7976,10,1,0.1,si_model_lwf,1695598847.0253816,lwf,True,0.7,1,512,0.705
7977,10,2,0.1,si_model_lwf,1695598847.0253816,lwf,True,0.7,1,512,0.721
7978,10,3,0.1,si_model_lwf,1695598847.0253816,lwf,True,0.7,1,512,0.737
7979,10,4,0.1,si_model_lwf,1695598847.0253816,lwf,True,0.7,1,512,0.75
7980,10,5,0.1,si_model_lwf,1695598847.0253816,lwf,True,0.7,1,512,0.763
7981,10,6,0.1,si_model_lwf,1695598847.0253816,lwf,True,0.7,1,512,0.757
7982,10,7,0.1,si_model_lwf,1695598847.0253816,lwf,True,0.7,1,512,0.768
7983,10,8,0.1,si_model_lwf,1695598847.0253816,lwf,True,0.7,1,512,0.77
7984,10,9,0.1,si_model_lwf,1695598847.0253816,lwf,True,0.7,1,512,0.775
7985,10,10,0.814,si_model_lwf,1695598847.0253816,lwf,True,0.7,1,512,0.815
7986,0,0,0.827,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.8245
7987,0,1,0.7845,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.7822
7988,0,2,0.7394,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.7516
7989,0,3,0.7245,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.7404
7990,0,4,0.7013,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.7323
7991,0,5,0.6814,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.7208
7992,0,6,0.6708,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.7143
7993,0,7,0.6551,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.7113
7994,0,8,0.6458,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.7106
7995,0,9,0.6386,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.7062
7996,0,10,0.6196,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.7019
7997,1,0,0.1,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.584
7998,1,1,0.847,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.849
7999,1,2,0.822,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.83
8000,1,3,0.796,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.821
8001,1,4,0.805,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.806
8002,1,5,0.781,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.805
8003,1,6,0.772,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.795
8004,1,7,0.747,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.807
8005,1,8,0.756,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.797
8006,1,9,0.737,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.807
8007,1,10,0.729,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.788
8008,2,0,0.1,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.5
8009,2,1,0.1,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.57
8010,2,2,0.78,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.775
8011,2,3,0.767,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.764
8012,2,4,0.74,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.745
8013,2,5,0.721,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.736
8014,2,6,0.722,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.746
8015,2,7,0.711,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.718
8016,2,8,0.72,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.74
8017,2,9,0.703,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.739
8018,2,10,0.694,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.741
8019,3,0,0.1,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.573
8020,3,1,0.1,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.621
8021,3,2,0.1,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.653
8022,3,3,0.829,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.824
8023,3,4,0.801,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.798
8024,3,5,0.769,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.788
8025,3,6,0.782,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.777
8026,3,7,0.778,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.795
8027,3,8,0.777,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.793
8028,3,9,0.762,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.786
8029,3,10,0.752,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.778
8030,4,0,0.1,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.49
8031,4,1,0.1,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.532
8032,4,2,0.1,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.605
8033,4,3,0.1,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.621
8034,4,4,0.804,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.786
8035,4,5,0.788,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.775
8036,4,6,0.777,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.764
8037,4,7,0.765,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.748
8038,4,8,0.742,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.748
8039,4,9,0.741,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.757
8040,4,10,0.741,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.744
8041,5,0,0.1,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.532
8042,5,1,0.1,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.654
8043,5,2,0.1,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.673
8044,5,3,0.1,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.701
8045,5,4,0.1,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.712
8046,5,5,0.818,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.813
8047,5,6,0.814,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.804
8048,5,7,0.802,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.813
8049,5,8,0.788,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.812
8050,5,9,0.779,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.809
8051,5,10,0.768,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.808
8052,6,0,0.1,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.446
8053,6,1,0.1,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.596
8054,6,2,0.1,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.672
8055,6,3,0.1,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.687
8056,6,4,0.1,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.683
8057,6,5,0.1,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.714
8058,6,6,0.842,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.839
8059,6,7,0.825,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.822
8060,6,8,0.823,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.829
8061,6,9,0.814,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.825
8062,6,10,0.798,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.817
8063,7,0,0.1,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.42
8064,7,1,0.1,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.509
8065,7,2,0.1,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.587
8066,7,3,0.1,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.61
8067,7,4,0.1,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.634
8068,7,5,0.1,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.644
8069,7,6,0.1,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.665
8070,7,7,0.777,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.778
8071,7,8,0.774,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.768
8072,7,9,0.774,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.762
8073,7,10,0.756,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.761
8074,8,0,0.1,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.598
8075,8,1,0.1,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.691
8076,8,2,0.1,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.746
8077,8,3,0.1,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.779
8078,8,4,0.1,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.779
8079,8,5,0.1,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.787
8080,8,6,0.1,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.808
8081,8,7,0.1,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.799
8082,8,8,0.869,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.861
8083,8,9,0.854,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.851
8084,8,10,0.857,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.851
8085,9,0,0.1,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.432
8086,9,1,0.1,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.519
8087,9,2,0.1,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.584
8088,9,3,0.1,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.611
8089,9,4,0.1,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.623
8090,9,5,0.1,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.627
8091,9,6,0.1,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.64
8092,9,7,0.1,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.654
8093,9,8,0.1,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.669
8094,9,9,0.783,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.783
8095,9,10,0.771,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.763
8096,10,0,0.1,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.559
8097,10,1,0.1,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.623
8098,10,2,0.1,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.681
8099,10,3,0.1,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.682
8100,10,4,0.1,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.7
8101,10,5,0.1,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.699
8102,10,6,0.1,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.702
8103,10,7,0.1,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.712
8104,10,8,0.1,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.719
8105,10,9,0.1,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.722
8106,10,10,0.816,si_model_lwf,1695598847.0362253,lwf,True,0.5,2,128,0.811
8107,0,0,0.8375,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.8321
8108,0,1,0.8259,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.8201
8109,0,2,0.8143,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.8073
8110,0,3,0.8045,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.7998
8111,0,4,0.7993,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.7963
8112,0,5,0.7947,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.791
8113,0,6,0.7897,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.7915
8114,0,7,0.7871,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.7891
8115,0,8,0.783,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.7858
8116,0,9,0.7749,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.7859
8117,0,10,0.7693,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.7871
8118,1,0,0.1,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.645
8119,1,1,0.835,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.839
8120,1,2,0.828,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.839
8121,1,3,0.824,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.83
8122,1,4,0.806,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.818
8123,1,5,0.808,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.825
8124,1,6,0.807,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.83
8125,1,7,0.793,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.82
8126,1,8,0.793,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.822
8127,1,9,0.792,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.823
8128,1,10,0.787,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.823
8129,2,0,0.1,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.613
8130,2,1,0.1,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.65
8131,2,2,0.79,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.772
8132,2,3,0.784,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.775
8133,2,4,0.786,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.774
8134,2,5,0.771,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.769
8135,2,6,0.769,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.766
8136,2,7,0.765,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.768
8137,2,8,0.768,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.755
8138,2,9,0.767,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.758
8139,2,10,0.757,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.753
8140,3,0,0.1,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.608
8141,3,1,0.1,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.654
8142,3,2,0.1,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.706
8143,3,3,0.813,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.802
8144,3,4,0.817,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.806
8145,3,5,0.809,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.799
8146,3,6,0.815,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.8
8147,3,7,0.818,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.808
8148,3,8,0.815,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.811
8149,3,9,0.818,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.803
8150,3,10,0.817,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.804
8151,4,0,0.1,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.577
8152,4,1,0.1,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.606
8153,4,2,0.1,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.634
8154,4,3,0.1,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.665
8155,4,4,0.793,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.773
8156,4,5,0.8,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.775
8157,4,6,0.786,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.776
8158,4,7,0.771,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.768
8159,4,8,0.768,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.768
8160,4,9,0.777,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.766
8161,4,10,0.769,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.752
8162,5,0,0.1,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.661
8163,5,1,0.1,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.687
8164,5,2,0.1,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.713
8165,5,3,0.1,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.723
8166,5,4,0.1,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.736
8167,5,5,0.817,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.813
8168,5,6,0.812,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.797
8169,5,7,0.812,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.795
8170,5,8,0.805,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.804
8171,5,9,0.802,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.807
8172,5,10,0.805,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.81
8173,6,0,0.1,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.577
8174,6,1,0.1,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.66
8175,6,2,0.1,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.704
8176,6,3,0.1,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.711
8177,6,4,0.1,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.733
8178,6,5,0.1,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.74
8179,6,6,0.832,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.824
8180,6,7,0.837,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.836
8181,6,8,0.835,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.832
8182,6,9,0.836,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.825
8183,6,10,0.83,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.826
8184,7,0,0.1,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.563
8185,7,1,0.1,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.589
8186,7,2,0.1,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.647
8187,7,3,0.1,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.668
8188,7,4,0.1,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.674
8189,7,5,0.1,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.681
8190,7,6,0.1,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.688
8191,7,7,0.763,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.757
8192,7,8,0.762,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.762
8193,7,9,0.77,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.77
8194,7,10,0.768,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.758
8195,8,0,0.1,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.71
8196,8,1,0.1,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.769
8197,8,2,0.1,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.796
8198,8,3,0.1,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.808
8199,8,4,0.1,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.806
8200,8,5,0.1,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.815
8201,8,6,0.1,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.821
8202,8,7,0.1,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.818
8203,8,8,0.859,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.857
8204,8,9,0.862,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.852
8205,8,10,0.855,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.846
8206,9,0,0.1,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.532
8207,9,1,0.1,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.585
8208,9,2,0.1,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.62
8209,9,3,0.1,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.645
8210,9,4,0.1,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.643
8211,9,5,0.1,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.66
8212,9,6,0.1,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.672
8213,9,7,0.1,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.68
8214,9,8,0.1,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.68
8215,9,9,0.772,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.758
8216,9,10,0.758,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.748
8217,10,0,0.1,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.635
8218,10,1,0.1,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.669
8219,10,2,0.1,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.711
8220,10,3,0.1,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.728
8221,10,4,0.1,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.73
8222,10,5,0.1,si_model_lwf,1695598864.152738,lwf,True,0.7,1,256,0.733
