index,task,phase,cl_result,run,tstamp,algorithm,manager,lwf_alpha,lwf_temperature,dense_size,ridge_result
302,5,5,0.822,si_model_lwf,1695546548.8950772,lwf,True,0.01,2,256,0.821
303,5,6,0.797,si_model_lwf,1695546548.8950772,lwf,True,0.01,2,256,0.811
304,5,7,0.757,si_model_lwf,1695546548.8950772,lwf,True,0.01,2,256,0.802
305,5,8,0.757,si_model_lwf,1695546548.8950772,lwf,True,0.01,2,256,0.803
306,5,9,0.736,si_model_lwf,1695546548.8950772,lwf,True,0.01,2,256,0.78
307,5,10,0.715,si_model_lwf,1695546548.8950772,lwf,True,0.01,2,256,0.772
308,6,0,0.1,si_model_lwf,1695546548.8950772,lwf,True,0.01,2,256,0.64
309,6,1,0.1,si_model_lwf,1695546548.8950772,lwf,True,0.01,2,256,0.681
310,6,2,0.1,si_model_lwf,1695546548.8950772,lwf,True,0.01,2,256,0.728
311,6,3,0.1,si_model_lwf,1695546548.8950772,lwf,True,0.01,2,256,0.732
312,6,4,0.1,si_model_lwf,1695546548.8950772,lwf,True,0.01,2,256,0.724
313,6,5,0.1,si_model_lwf,1695546548.8950772,lwf,True,0.01,2,256,0.738
314,6,6,0.872,si_model_lwf,1695546548.8950772,lwf,True,0.01,2,256,0.871
315,6,7,0.811,si_model_lwf,1695546548.8950772,lwf,True,0.01,2,256,0.834
316,6,8,0.776,si_model_lwf,1695546548.8950772,lwf,True,0.01,2,256,0.82
317,6,9,0.76,si_model_lwf,1695546548.8950772,lwf,True,0.01,2,256,0.825
318,6,10,0.737,si_model_lwf,1695546548.8950772,lwf,True,0.01,2,256,0.804
319,7,0,0.1,si_model_lwf,1695546548.8950772,lwf,True,0.01,2,256,0.587
320,7,1,0.1,si_model_lwf,1695546548.8950772,lwf,True,0.01,2,256,0.631
321,7,2,0.1,si_model_lwf,1695546548.8950772,lwf,True,0.01,2,256,0.65
322,7,3,0.1,si_model_lwf,1695546548.8950772,lwf,True,0.01,2,256,0.635
323,7,4,0.1,si_model_lwf,1695546548.8950772,lwf,True,0.01,2,256,0.639
324,7,5,0.1,si_model_lwf,1695546548.8950772,lwf,True,0.01,2,256,0.667
325,7,6,0.1,si_model_lwf,1695546548.8950772,lwf,True,0.01,2,256,0.691
326,7,7,0.803,si_model_lwf,1695546548.8950772,lwf,True,0.01,2,256,0.795
327,7,8,0.752,si_model_lwf,1695546548.8950772,lwf,True,0.01,2,256,0.766
328,7,9,0.741,si_model_lwf,1695546548.8950772,lwf,True,0.01,2,256,0.761
329,7,10,0.721,si_model_lwf,1695546548.8950772,lwf,True,0.01,2,256,0.765
330,8,0,0.1,si_model_lwf,1695546548.8950772,lwf,True,0.01,2,256,0.651
331,8,1,0.1,si_model_lwf,1695546548.8950772,lwf,True,0.01,2,256,0.693
332,8,2,0.1,si_model_lwf,1695546548.8950772,lwf,True,0.01,2,256,0.717
333,8,3,0.1,si_model_lwf,1695546548.8950772,lwf,True,0.01,2,256,0.729
334,8,4,0.1,si_model_lwf,1695546548.8950772,lwf,True,0.01,2,256,0.736
335,8,5,0.1,si_model_lwf,1695546548.8950772,lwf,True,0.01,2,256,0.751
336,8,6,0.1,si_model_lwf,1695546548.8950772,lwf,True,0.01,2,256,0.744
337,8,7,0.1,si_model_lwf,1695546548.8950772,lwf,True,0.01,2,256,0.781
338,8,8,0.858,si_model_lwf,1695546548.8950772,lwf,True,0.01,2,256,0.855
339,8,9,0.823,si_model_lwf,1695546548.8950772,lwf,True,0.01,2,256,0.825
340,8,10,0.774,si_model_lwf,1695546548.8950772,lwf,True,0.01,2,256,0.814
341,9,0,0.1,si_model_lwf,1695546548.8950772,lwf,True,0.01,2,256,0.638
342,9,1,0.1,si_model_lwf,1695546548.8950772,lwf,True,0.01,2,256,0.661
343,9,2,0.1,si_model_lwf,1695546548.8950772,lwf,True,0.01,2,256,0.696
344,9,3,0.1,si_model_lwf,1695546548.8950772,lwf,True,0.01,2,256,0.7
345,9,4,0.1,si_model_lwf,1695546548.8950772,lwf,True,0.01,2,256,0.706
346,9,5,0.1,si_model_lwf,1695546548.8950772,lwf,True,0.01,2,256,0.716
347,9,6,0.1,si_model_lwf,1695546548.8950772,lwf,True,0.01,2,256,0.704
348,9,7,0.1,si_model_lwf,1695546548.8950772,lwf,True,0.01,2,256,0.736
349,9,8,0.1,si_model_lwf,1695546548.8950772,lwf,True,0.01,2,256,0.74
350,9,9,0.814,si_model_lwf,1695546548.8950772,lwf,True,0.01,2,256,0.818
351,9,10,0.784,si_model_lwf,1695546548.8950772,lwf,True,0.01,2,256,0.795
352,10,0,0.1,si_model_lwf,1695546548.8950772,lwf,True,0.01,2,256,0.573
353,10,1,0.1,si_model_lwf,1695546548.8950772,lwf,True,0.01,2,256,0.605
354,10,2,0.1,si_model_lwf,1695546548.8950772,lwf,True,0.01,2,256,0.641
355,10,3,0.1,si_model_lwf,1695546548.8950772,lwf,True,0.01,2,256,0.641
356,10,4,0.1,si_model_lwf,1695546548.8950772,lwf,True,0.01,2,256,0.651
357,10,5,0.1,si_model_lwf,1695546548.8950772,lwf,True,0.01,2,256,0.652
358,10,6,0.1,si_model_lwf,1695546548.8950772,lwf,True,0.01,2,256,0.674
359,10,7,0.1,si_model_lwf,1695546548.8950772,lwf,True,0.01,2,256,0.691
360,10,8,0.1,si_model_lwf,1695546548.8950772,lwf,True,0.01,2,256,0.698
361,10,9,0.1,si_model_lwf,1695546548.8950772,lwf,True,0.01,2,256,0.675
362,10,10,0.798,si_model_lwf,1695546548.8950772,lwf,True,0.01,2,256,0.795
363,0,0,0.836,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.8359
364,0,1,0.782,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.7981
365,0,2,0.742,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.775
366,0,3,0.6886,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.7538
367,0,4,0.6687,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.7501
368,0,5,0.6573,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.7522
369,0,6,0.6432,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.746
370,0,7,0.6041,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.733
371,0,8,0.5846,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.7224
372,0,9,0.5654,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.7222
373,0,10,0.5477,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.7198
374,1,0,0.1,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.671
375,1,1,0.84,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.83
376,1,2,0.821,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.812
377,1,3,0.804,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.822
378,1,4,0.784,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.806
379,1,5,0.739,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.791
380,1,6,0.743,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.796
381,1,7,0.721,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.795
382,1,8,0.697,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.805
383,1,9,0.687,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.785
384,1,10,0.67,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.788
385,2,0,0.1,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.594
386,2,1,0.1,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.64
387,2,2,0.807,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.801
388,2,3,0.761,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.787
389,2,4,0.719,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.759
390,2,5,0.699,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.773
391,2,6,0.689,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.759
392,2,7,0.663,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.769
393,2,8,0.638,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.743
394,2,9,0.623,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.761
395,2,10,0.599,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.749
396,3,0,0.1,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.672
397,3,1,0.1,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.713
398,3,2,0.1,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.703
399,3,3,0.834,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.828
400,3,4,0.803,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.813
401,3,5,0.779,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.803
402,3,6,0.767,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.8
403,3,7,0.729,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.788
404,3,8,0.732,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.791
405,3,9,0.714,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.783
406,3,10,0.682,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.788
407,4,0,0.1,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.669
408,4,1,0.1,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.733
409,4,2,0.1,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.749
410,4,3,0.1,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.775
411,4,4,0.853,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.857
412,4,5,0.836,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.842
413,4,6,0.814,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.829
414,4,7,0.801,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.824
415,4,8,0.785,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.825
416,4,9,0.781,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.825
417,4,10,0.756,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.815
418,5,0,0.1,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.644
419,5,1,0.1,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.708
420,5,2,0.1,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.701
421,5,3,0.1,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.717
422,5,4,0.1,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.739
423,5,5,0.832,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.822
424,5,6,0.789,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.804
425,5,7,0.773,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.795
426,5,8,0.761,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.801
427,5,9,0.756,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.79
428,5,10,0.751,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.799
429,6,0,0.1,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.656
430,6,1,0.1,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.722
431,6,2,0.1,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.755
432,6,3,0.1,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.746
433,6,4,0.1,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.763
434,6,5,0.1,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.76
435,6,6,0.86,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.859
436,6,7,0.836,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.837
437,6,8,0.831,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.836
438,6,9,0.815,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.834
439,6,10,0.804,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.82
440,7,0,0.1,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.628
441,7,1,0.1,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.633
442,7,2,0.1,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.676
443,7,3,0.1,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.676
444,7,4,0.1,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.676
445,7,5,0.1,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.697
446,7,6,0.1,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.704
447,7,7,0.798,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.802
448,7,8,0.779,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.784
449,7,9,0.749,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.763
450,7,10,0.734,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.759
451,8,0,0.1,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.642
452,8,1,0.1,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.718
453,8,2,0.1,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.737
454,8,3,0.1,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.756
455,8,4,0.1,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.751
456,8,5,0.1,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.756
457,8,6,0.1,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.76
458,8,7,0.1,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.773
459,8,8,0.839,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.839
460,8,9,0.826,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.824
461,8,10,0.817,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.811
462,9,0,0.1,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.644
463,9,1,0.1,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.704
464,9,2,0.1,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.713
465,9,3,0.1,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.725
466,9,4,0.1,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.745
467,9,5,0.1,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.742
468,9,6,0.1,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.731
469,9,7,0.1,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.761
470,9,8,0.1,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.754
471,9,9,0.815,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.816
472,9,10,0.792,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.802
473,10,0,0.1,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.614
474,10,1,0.1,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.632
475,10,2,0.1,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.672
476,10,3,0.1,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.68
477,10,4,0.1,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.698
478,10,5,0.1,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.711
479,10,6,0.1,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.707
480,10,7,0.1,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.716
481,10,8,0.1,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.694
482,10,9,0.1,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.729
483,10,10,0.812,si_model_lwf,1695546548.892673,lwf,True,0.01,1,512,0.797
484,0,0,0.836,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.8367
485,0,1,0.7712,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.7921
486,0,2,0.7203,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.7616
487,0,3,0.6825,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.745
488,0,4,0.657,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.745
489,0,5,0.6262,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.7369
490,0,6,0.6171,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.7284
491,0,7,0.5815,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.728
492,0,8,0.5561,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.7213
493,0,9,0.5377,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.7153
494,0,10,0.523,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.7097
495,1,0,0.1,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.68
496,1,1,0.829,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.837
497,1,2,0.795,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.808
498,1,3,0.796,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.796
499,1,4,0.761,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.807
500,1,5,0.732,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.79
501,1,6,0.724,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.788
502,1,7,0.716,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.791
503,1,8,0.691,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.787
504,1,9,0.681,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.778
505,1,10,0.67,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.761
506,2,0,0.1,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.578
507,2,1,0.1,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.628
508,2,2,0.81,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.802
509,2,3,0.745,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.765
510,2,4,0.717,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.753
511,2,5,0.68,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.75
512,2,6,0.654,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.735
513,2,7,0.639,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.739
514,2,8,0.59,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.738
515,2,9,0.587,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.732
516,2,10,0.576,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.734
517,3,0,0.1,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.673
518,3,1,0.1,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.707
519,3,2,0.1,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.691
520,3,3,0.835,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.834
521,3,4,0.802,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.808
522,3,5,0.767,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.784
523,3,6,0.73,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.784
524,3,7,0.676,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.778
525,3,8,0.659,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.77
526,3,9,0.63,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.772
527,3,10,0.592,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.769
528,4,0,0.1,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.662
529,4,1,0.1,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.742
530,4,2,0.1,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.739
531,4,3,0.1,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.775
532,4,4,0.853,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.859
533,4,5,0.816,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.843
534,4,6,0.809,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.834
535,4,7,0.785,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.83
536,4,8,0.763,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.808
537,4,9,0.728,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.812
538,4,10,0.719,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.81
539,5,0,0.1,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.658
540,5,1,0.1,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.716
541,5,2,0.1,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.712
542,5,3,0.1,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.725
543,5,4,0.1,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.743
544,5,5,0.822,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.808
545,5,6,0.797,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.804
546,5,7,0.778,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.796
547,5,8,0.735,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.784
548,5,9,0.728,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.784
549,5,10,0.718,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.798
550,6,0,0.1,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.642
551,6,1,0.1,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.728
552,6,2,0.1,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.745
553,6,3,0.1,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.75
554,6,4,0.1,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.757
555,6,5,0.1,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.788
556,6,6,0.866,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.859
557,6,7,0.814,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.831
558,6,8,0.791,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.828
559,6,9,0.749,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.82
560,6,10,0.756,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.805
561,7,0,0.1,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.609
562,7,1,0.1,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.628
563,7,2,0.1,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.659
564,7,3,0.1,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.64
565,7,4,0.1,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.666
566,7,5,0.1,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.659
567,7,6,0.1,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.691
568,7,7,0.763,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.772
569,7,8,0.743,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.758
570,7,9,0.714,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.736
571,7,10,0.692,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.747
572,8,0,0.1,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.676
573,8,1,0.1,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.732
574,8,2,0.1,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.757
575,8,3,0.1,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.757
576,8,4,0.1,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.763
577,8,5,0.1,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.768
578,8,6,0.1,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.772
579,8,7,0.1,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.781
580,8,8,0.851,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.843
581,8,9,0.846,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.841
582,8,10,0.832,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.824
583,9,0,0.1,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.646
584,9,1,0.1,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.694
585,9,2,0.1,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.719
586,9,3,0.1,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.736
587,9,4,0.1,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.737
588,9,5,0.1,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.742
589,9,6,0.1,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.731
590,9,7,0.1,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.753
591,9,8,0.1,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.767
592,9,9,0.808,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.813
593,9,10,0.792,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.813
594,10,0,0.1,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.606
595,10,1,0.1,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.629
596,10,2,0.1,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.658
597,10,3,0.1,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.671
598,10,4,0.1,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.68
599,10,5,0.1,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.69
600,10,6,0.1,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.685
601,10,7,0.1,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.703
602,10,8,0.1,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.694
603,10,9,0.1,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.718
604,10,10,0.799,si_model_lwf,1695546548.8960059,lwf,True,0.01,2,512,0.797
605,0,0,0.8281,si_model_lwf,1695546548.9002352,lwf,True,0.01,2,128,0.8227
606,0,1,0.7009,si_model_lwf,1695546548.9002352,lwf,True,0.01,2,128,0.7366
607,0,2,0.5958,si_model_lwf,1695546548.9002352,lwf,True,0.01,2,128,0.6813
608,0,3,0.536,si_model_lwf,1695546548.9002352,lwf,True,0.01,2,128,0.6604
609,0,4,0.5074,si_model_lwf,1695546548.9002352,lwf,True,0.01,2,128,0.6612
610,0,5,0.4697,si_model_lwf,1695546548.9002352,lwf,True,0.01,2,128,0.6428
611,0,6,0.4026,si_model_lwf,1695546548.9002352,lwf,True,0.01,2,128,0.6337
612,0,7,0.3672,si_model_lwf,1695546548.9002352,lwf,True,0.01,2,128,0.6136
