index,task,phase,cl_result,run,tstamp,algorithm,manager,si_lambda,si_eps,dense_size,ridge_result
338,8,8,0.834,si,1693682361.0109622,si,True,0.01,1e-08,128,0.828
339,8,9,0.741,si,1693682361.0109622,si,True,0.01,1e-08,128,0.774
340,8,10,0.632,si,1693682361.0109622,si,True,0.01,1e-08,128,0.722
341,9,0,0.1,si,1693682361.0109622,si,True,0.01,1e-08,128,0.536
342,9,1,0.1,si,1693682361.0109622,si,True,0.01,1e-08,128,0.615
343,9,2,0.1,si,1693682361.0109622,si,True,0.01,1e-08,128,0.611
344,9,3,0.1,si,1693682361.0109622,si,True,0.01,1e-08,128,0.623
345,9,4,0.1,si,1693682361.0109622,si,True,0.01,1e-08,128,0.624
346,9,5,0.1,si,1693682361.0109622,si,True,0.01,1e-08,128,0.633
347,9,6,0.1,si,1693682361.0109622,si,True,0.01,1e-08,128,0.624
348,9,7,0.1,si,1693682361.0109622,si,True,0.01,1e-08,128,0.664
349,9,8,0.1,si,1693682361.0109622,si,True,0.01,1e-08,128,0.677
350,9,9,0.817,si,1693682361.0109622,si,True,0.01,1e-08,128,0.811
351,9,10,0.699,si,1693682361.0109622,si,True,0.01,1e-08,128,0.735
352,10,0,0.1,si,1693682361.0109622,si,True,0.01,1e-08,128,0.473
353,10,1,0.1,si,1693682361.0109622,si,True,0.01,1e-08,128,0.511
354,10,2,0.1,si,1693682361.0109622,si,True,0.01,1e-08,128,0.536
355,10,3,0.1,si,1693682361.0109622,si,True,0.01,1e-08,128,0.52
356,10,4,0.1,si,1693682361.0109622,si,True,0.01,1e-08,128,0.529
357,10,5,0.1,si,1693682361.0109622,si,True,0.01,1e-08,128,0.554
358,10,6,0.1,si,1693682361.0109622,si,True,0.01,1e-08,128,0.562
359,10,7,0.1,si,1693682361.0109622,si,True,0.01,1e-08,128,0.56
360,10,8,0.1,si,1693682361.0109622,si,True,0.01,1e-08,128,0.577
361,10,9,0.1,si,1693682361.0109622,si,True,0.01,1e-08,128,0.589
362,10,10,0.797,si,1693682361.0109622,si,True,0.01,1e-08,128,0.787
363,0,0,0.836,si,1693682361.0128934,si,True,0.1,1e-08,512,0.8362
364,0,1,0.7541,si,1693682361.0128934,si,True,0.1,1e-08,512,0.7889
365,0,2,0.659,si,1693682361.0128934,si,True,0.1,1e-08,512,0.728
366,0,3,0.5944,si,1693682361.0128934,si,True,0.1,1e-08,512,0.6983
367,0,4,0.5415,si,1693682361.0128934,si,True,0.1,1e-08,512,0.6915
368,0,5,0.5408,si,1693682361.0128934,si,True,0.1,1e-08,512,0.6961
369,0,6,0.4579,si,1693682361.0128934,si,True,0.1,1e-08,512,0.6694
370,0,7,0.4206,si,1693682361.0128934,si,True,0.1,1e-08,512,0.672
371,0,8,0.3591,si,1693682361.0128934,si,True,0.1,1e-08,512,0.6541
372,0,9,0.3761,si,1693682361.0128934,si,True,0.1,1e-08,512,0.6561
373,0,10,0.3658,si,1693682361.0128934,si,True,0.1,1e-08,512,0.6467
374,1,0,0.1,si,1693682361.0128934,si,True,0.1,1e-08,512,0.681
375,1,1,0.823,si,1693682361.0128934,si,True,0.1,1e-08,512,0.817
376,1,2,0.753,si,1693682361.0128934,si,True,0.1,1e-08,512,0.785
377,1,3,0.714,si,1693682361.0128934,si,True,0.1,1e-08,512,0.788
378,1,4,0.661,si,1693682361.0128934,si,True,0.1,1e-08,512,0.754
379,1,5,0.678,si,1693682361.0128934,si,True,0.1,1e-08,512,0.77
380,1,6,0.633,si,1693682361.0128934,si,True,0.1,1e-08,512,0.75
381,1,7,0.613,si,1693682361.0128934,si,True,0.1,1e-08,512,0.748
382,1,8,0.576,si,1693682361.0128934,si,True,0.1,1e-08,512,0.757
383,1,9,0.58,si,1693682361.0128934,si,True,0.1,1e-08,512,0.744
384,1,10,0.571,si,1693682361.0128934,si,True,0.1,1e-08,512,0.744
385,2,0,0.1,si,1693682361.0128934,si,True,0.1,1e-08,512,0.577
386,2,1,0.1,si,1693682361.0128934,si,True,0.1,1e-08,512,0.633
387,2,2,0.786,si,1693682361.0128934,si,True,0.1,1e-08,512,0.789
388,2,3,0.683,si,1693682361.0128934,si,True,0.1,1e-08,512,0.732
389,2,4,0.582,si,1693682361.0128934,si,True,0.1,1e-08,512,0.688
390,2,5,0.565,si,1693682361.0128934,si,True,0.1,1e-08,512,0.714
391,2,6,0.553,si,1693682361.0128934,si,True,0.1,1e-08,512,0.693
392,2,7,0.495,si,1693682361.0128934,si,True,0.1,1e-08,512,0.697
393,2,8,0.476,si,1693682361.0128934,si,True,0.1,1e-08,512,0.686
394,2,9,0.475,si,1693682361.0128934,si,True,0.1,1e-08,512,0.687
395,2,10,0.49,si,1693682361.0128934,si,True,0.1,1e-08,512,0.673
396,3,0,0.1,si,1693682361.0128934,si,True,0.1,1e-08,512,0.666
397,3,1,0.1,si,1693682361.0128934,si,True,0.1,1e-08,512,0.702
398,3,2,0.1,si,1693682361.0128934,si,True,0.1,1e-08,512,0.689
399,3,3,0.818,si,1693682361.0128934,si,True,0.1,1e-08,512,0.813
400,3,4,0.719,si,1693682361.0128934,si,True,0.1,1e-08,512,0.758
401,3,5,0.638,si,1693682361.0128934,si,True,0.1,1e-08,512,0.747
402,3,6,0.571,si,1693682361.0128934,si,True,0.1,1e-08,512,0.743
403,3,7,0.516,si,1693682361.0128934,si,True,0.1,1e-08,512,0.739
404,3,8,0.532,si,1693682361.0128934,si,True,0.1,1e-08,512,0.749
405,3,9,0.522,si,1693682361.0128934,si,True,0.1,1e-08,512,0.752
406,3,10,0.501,si,1693682361.0128934,si,True,0.1,1e-08,512,0.731
407,4,0,0.1,si,1693682361.0128934,si,True,0.1,1e-08,512,0.672
408,4,1,0.1,si,1693682361.0128934,si,True,0.1,1e-08,512,0.732
409,4,2,0.1,si,1693682361.0128934,si,True,0.1,1e-08,512,0.713
410,4,3,0.1,si,1693682361.0128934,si,True,0.1,1e-08,512,0.734
411,4,4,0.841,si,1693682361.0128934,si,True,0.1,1e-08,512,0.835
412,4,5,0.742,si,1693682361.0128934,si,True,0.1,1e-08,512,0.786
413,4,6,0.652,si,1693682361.0128934,si,True,0.1,1e-08,512,0.779
414,4,7,0.602,si,1693682361.0128934,si,True,0.1,1e-08,512,0.762
415,4,8,0.504,si,1693682361.0128934,si,True,0.1,1e-08,512,0.735
416,4,9,0.563,si,1693682361.0128934,si,True,0.1,1e-08,512,0.759
417,4,10,0.513,si,1693682361.0128934,si,True,0.1,1e-08,512,0.76
418,5,0,0.1,si,1693682361.0128934,si,True,0.1,1e-08,512,0.641
419,5,1,0.1,si,1693682361.0128934,si,True,0.1,1e-08,512,0.697
420,5,2,0.1,si,1693682361.0128934,si,True,0.1,1e-08,512,0.705
421,5,3,0.1,si,1693682361.0128934,si,True,0.1,1e-08,512,0.69
422,5,4,0.1,si,1693682361.0128934,si,True,0.1,1e-08,512,0.72
423,5,5,0.814,si,1693682361.0128934,si,True,0.1,1e-08,512,0.805
424,5,6,0.736,si,1693682361.0128934,si,True,0.1,1e-08,512,0.757
425,5,7,0.655,si,1693682361.0128934,si,True,0.1,1e-08,512,0.752
426,5,8,0.591,si,1693682361.0128934,si,True,0.1,1e-08,512,0.746
427,5,9,0.585,si,1693682361.0128934,si,True,0.1,1e-08,512,0.734
428,5,10,0.594,si,1693682361.0128934,si,True,0.1,1e-08,512,0.753
429,6,0,0.1,si,1693682361.0128934,si,True,0.1,1e-08,512,0.64
430,6,1,0.1,si,1693682361.0128934,si,True,0.1,1e-08,512,0.714
431,6,2,0.1,si,1693682361.0128934,si,True,0.1,1e-08,512,0.695
432,6,3,0.1,si,1693682361.0128934,si,True,0.1,1e-08,512,0.694
433,6,4,0.1,si,1693682361.0128934,si,True,0.1,1e-08,512,0.705
434,6,5,0.1,si,1693682361.0128934,si,True,0.1,1e-08,512,0.717
435,6,6,0.829,si,1693682361.0128934,si,True,0.1,1e-08,512,0.832
436,6,7,0.738,si,1693682361.0128934,si,True,0.1,1e-08,512,0.785
437,6,8,0.695,si,1693682361.0128934,si,True,0.1,1e-08,512,0.78
438,6,9,0.654,si,1693682361.0128934,si,True,0.1,1e-08,512,0.76
439,6,10,0.579,si,1693682361.0128934,si,True,0.1,1e-08,512,0.758
440,7,0,0.1,si,1693682361.0128934,si,True,0.1,1e-08,512,0.603
441,7,1,0.1,si,1693682361.0128934,si,True,0.1,1e-08,512,0.627
442,7,2,0.1,si,1693682361.0128934,si,True,0.1,1e-08,512,0.636
443,7,3,0.1,si,1693682361.0128934,si,True,0.1,1e-08,512,0.627
444,7,4,0.1,si,1693682361.0128934,si,True,0.1,1e-08,512,0.624
445,7,5,0.1,si,1693682361.0128934,si,True,0.1,1e-08,512,0.662
446,7,6,0.1,si,1693682361.0128934,si,True,0.1,1e-08,512,0.646
447,7,7,0.761,si,1693682361.0128934,si,True,0.1,1e-08,512,0.757
448,7,8,0.691,si,1693682361.0128934,si,True,0.1,1e-08,512,0.727
449,7,9,0.624,si,1693682361.0128934,si,True,0.1,1e-08,512,0.705
450,7,10,0.559,si,1693682361.0128934,si,True,0.1,1e-08,512,0.704
451,8,0,0.1,si,1693682361.0128934,si,True,0.1,1e-08,512,0.633
452,8,1,0.1,si,1693682361.0128934,si,True,0.1,1e-08,512,0.707
453,8,2,0.1,si,1693682361.0128934,si,True,0.1,1e-08,512,0.703
454,8,3,0.1,si,1693682361.0128934,si,True,0.1,1e-08,512,0.707
455,8,4,0.1,si,1693682361.0128934,si,True,0.1,1e-08,512,0.709
456,8,5,0.1,si,1693682361.0128934,si,True,0.1,1e-08,512,0.724
457,8,6,0.1,si,1693682361.0128934,si,True,0.1,1e-08,512,0.729
458,8,7,0.1,si,1693682361.0128934,si,True,0.1,1e-08,512,0.729
459,8,8,0.82,si,1693682361.0128934,si,True,0.1,1e-08,512,0.818
460,8,9,0.742,si,1693682361.0128934,si,True,0.1,1e-08,512,0.794
461,8,10,0.716,si,1693682361.0128934,si,True,0.1,1e-08,512,0.762
462,9,0,0.1,si,1693682361.0128934,si,True,0.1,1e-08,512,0.638
463,9,1,0.1,si,1693682361.0128934,si,True,0.1,1e-08,512,0.694
464,9,2,0.1,si,1693682361.0128934,si,True,0.1,1e-08,512,0.709
465,9,3,0.1,si,1693682361.0128934,si,True,0.1,1e-08,512,0.687
466,9,4,0.1,si,1693682361.0128934,si,True,0.1,1e-08,512,0.708
467,9,5,0.1,si,1693682361.0128934,si,True,0.1,1e-08,512,0.704
468,9,6,0.1,si,1693682361.0128934,si,True,0.1,1e-08,512,0.688
469,9,7,0.1,si,1693682361.0128934,si,True,0.1,1e-08,512,0.708
470,9,8,0.1,si,1693682361.0128934,si,True,0.1,1e-08,512,0.727
471,9,9,0.796,si,1693682361.0128934,si,True,0.1,1e-08,512,0.786
472,9,10,0.73,si,1693682361.0128934,si,True,0.1,1e-08,512,0.779
473,10,0,0.1,si,1693682361.0128934,si,True,0.1,1e-08,512,0.574
474,10,1,0.1,si,1693682361.0128934,si,True,0.1,1e-08,512,0.613
475,10,2,0.1,si,1693682361.0128934,si,True,0.1,1e-08,512,0.62
476,10,3,0.1,si,1693682361.0128934,si,True,0.1,1e-08,512,0.596
477,10,4,0.1,si,1693682361.0128934,si,True,0.1,1e-08,512,0.593
478,10,5,0.1,si,1693682361.0128934,si,True,0.1,1e-08,512,0.642
479,10,6,0.1,si,1693682361.0128934,si,True,0.1,1e-08,512,0.648
480,10,7,0.1,si,1693682361.0128934,si,True,0.1,1e-08,512,0.643
481,10,8,0.1,si,1693682361.0128934,si,True,0.1,1e-08,512,0.626
482,10,9,0.1,si,1693682361.0128934,si,True,0.1,1e-08,512,0.647
483,10,10,0.787,si,1693682361.0128934,si,True,0.1,1e-08,512,0.772
484,0,0,0.8441,si,1693682727.2043366,si,True,0.1,1e-08,256,0.8406
485,0,1,0.7398,si,1693682727.2043366,si,True,0.1,1e-08,256,0.7837
486,0,2,0.5856,si,1693682727.2043366,si,True,0.1,1e-08,256,0.6927
487,0,3,0.5222,si,1693682727.2043366,si,True,0.1,1e-08,256,0.6792
488,0,4,0.4962,si,1693682727.2043366,si,True,0.1,1e-08,256,0.667
489,0,5,0.4999,si,1693682727.2043366,si,True,0.1,1e-08,256,0.6675
490,0,6,0.4407,si,1693682727.2043366,si,True,0.1,1e-08,256,0.6392
491,0,7,0.3731,si,1693682727.2043366,si,True,0.1,1e-08,256,0.6279
492,0,8,0.3669,si,1693682727.2043366,si,True,0.1,1e-08,256,0.6073
493,0,9,0.3619,si,1693682727.2043366,si,True,0.1,1e-08,256,0.6217
494,0,10,0.3627,si,1693682727.2043366,si,True,0.1,1e-08,256,0.6128
495,1,0,0.1,si,1693682727.2043366,si,True,0.1,1e-08,256,0.667
496,1,1,0.85,si,1693682727.2043366,si,True,0.1,1e-08,256,0.849
497,1,2,0.707,si,1693682727.2043366,si,True,0.1,1e-08,256,0.764
498,1,3,0.68,si,1693682727.2043366,si,True,0.1,1e-08,256,0.744
499,1,4,0.674,si,1693682727.2043366,si,True,0.1,1e-08,256,0.748
500,1,5,0.624,si,1693682727.2043366,si,True,0.1,1e-08,256,0.746
501,1,6,0.561,si,1693682727.2043366,si,True,0.1,1e-08,256,0.715
502,1,7,0.56,si,1693682727.2043366,si,True,0.1,1e-08,256,0.73
503,1,8,0.522,si,1693682727.2043366,si,True,0.1,1e-08,256,0.703
504,1,9,0.526,si,1693682727.2043366,si,True,0.1,1e-08,256,0.707
505,1,10,0.539,si,1693682727.2043366,si,True,0.1,1e-08,256,0.703
506,2,0,0.1,si,1693682727.2043366,si,True,0.1,1e-08,256,0.536
507,2,1,0.1,si,1693682727.2043366,si,True,0.1,1e-08,256,0.614
508,2,2,0.794,si,1693682727.2043366,si,True,0.1,1e-08,256,0.786
509,2,3,0.639,si,1693682727.2043366,si,True,0.1,1e-08,256,0.71
510,2,4,0.549,si,1693682727.2043366,si,True,0.1,1e-08,256,0.682
511,2,5,0.527,si,1693682727.2043366,si,True,0.1,1e-08,256,0.673
512,2,6,0.446,si,1693682727.2043366,si,True,0.1,1e-08,256,0.667
513,2,7,0.49,si,1693682727.2043366,si,True,0.1,1e-08,256,0.673
514,2,8,0.434,si,1693682727.2043366,si,True,0.1,1e-08,256,0.65
515,2,9,0.444,si,1693682727.2043366,si,True,0.1,1e-08,256,0.624
516,2,10,0.431,si,1693682727.2043366,si,True,0.1,1e-08,256,0.648
517,3,0,0.1,si,1693682727.2043366,si,True,0.1,1e-08,256,0.621
518,3,1,0.1,si,1693682727.2043366,si,True,0.1,1e-08,256,0.665
519,3,2,0.1,si,1693682727.2043366,si,True,0.1,1e-08,256,0.636
520,3,3,0.834,si,1693682727.2043366,si,True,0.1,1e-08,256,0.83
521,3,4,0.707,si,1693682727.2043366,si,True,0.1,1e-08,256,0.784
522,3,5,0.646,si,1693682727.2043366,si,True,0.1,1e-08,256,0.76
523,3,6,0.583,si,1693682727.2043366,si,True,0.1,1e-08,256,0.727
524,3,7,0.48,si,1693682727.2043366,si,True,0.1,1e-08,256,0.71
525,3,8,0.448,si,1693682727.2043366,si,True,0.1,1e-08,256,0.727
526,3,9,0.463,si,1693682727.2043366,si,True,0.1,1e-08,256,0.72
527,3,10,0.463,si,1693682727.2043366,si,True,0.1,1e-08,256,0.723
528,4,0,0.1,si,1693682727.2043366,si,True,0.1,1e-08,256,0.65
529,4,1,0.1,si,1693682727.2043366,si,True,0.1,1e-08,256,0.704
530,4,2,0.1,si,1693682727.2043366,si,True,0.1,1e-08,256,0.723
531,4,3,0.1,si,1693682727.2043366,si,True,0.1,1e-08,256,0.722
532,4,4,0.854,si,1693682727.2043366,si,True,0.1,1e-08,256,0.843
533,4,5,0.763,si,1693682727.2043366,si,True,0.1,1e-08,256,0.799
534,4,6,0.64,si,1693682727.2043366,si,True,0.1,1e-08,256,0.775
535,4,7,0.577,si,1693682727.2043366,si,True,0.1,1e-08,256,0.769
536,4,8,0.541,si,1693682727.2043366,si,True,0.1,1e-08,256,0.749
537,4,9,0.506,si,1693682727.2043366,si,True,0.1,1e-08,256,0.729
538,4,10,0.498,si,1693682727.2043366,si,True,0.1,1e-08,256,0.724
539,5,0,0.1,si,1693682727.2043366,si,True,0.1,1e-08,256,0.611
540,5,1,0.1,si,1693682727.2043366,si,True,0.1,1e-08,256,0.68
541,5,2,0.1,si,1693682727.2043366,si,True,0.1,1e-08,256,0.658
542,5,3,0.1,si,1693682727.2043366,si,True,0.1,1e-08,256,0.655
543,5,4,0.1,si,1693682727.2043366,si,True,0.1,1e-08,256,0.678
544,5,5,0.812,si,1693682727.2043366,si,True,0.1,1e-08,256,0.813
545,5,6,0.706,si,1693682727.2043366,si,True,0.1,1e-08,256,0.782
546,5,7,0.591,si,1693682727.2043366,si,True,0.1,1e-08,256,0.752
547,5,8,0.584,si,1693682727.2043366,si,True,0.1,1e-08,256,0.747
548,5,9,0.59,si,1693682727.2043366,si,True,0.1,1e-08,256,0.715
549,5,10,0.512,si,1693682727.2043366,si,True,0.1,1e-08,256,0.743
550,6,0,0.1,si,1693682727.2043366,si,True,0.1,1e-08,256,0.618
551,6,1,0.1,si,1693682727.2043366,si,True,0.1,1e-08,256,0.679
552,6,2,0.1,si,1693682727.2043366,si,True,0.1,1e-08,256,0.69
553,6,3,0.1,si,1693682727.2043366,si,True,0.1,1e-08,256,0.708
554,6,4,0.1,si,1693682727.2043366,si,True,0.1,1e-08,256,0.694
555,6,5,0.1,si,1693682727.2043366,si,True,0.1,1e-08,256,0.717
556,6,6,0.841,si,1693682727.2043366,si,True,0.1,1e-08,256,0.847
557,6,7,0.701,si,1693682727.2043366,si,True,0.1,1e-08,256,0.795
558,6,8,0.648,si,1693682727.2043366,si,True,0.1,1e-08,256,0.766
559,6,9,0.571,si,1693682727.2043366,si,True,0.1,1e-08,256,0.749
560,6,10,0.498,si,1693682727.2043366,si,True,0.1,1e-08,256,0.767
561,7,0,0.1,si,1693682727.2043366,si,True,0.1,1e-08,256,0.585
562,7,1,0.1,si,1693682727.2043366,si,True,0.1,1e-08,256,0.617
563,7,2,0.1,si,1693682727.2043366,si,True,0.1,1e-08,256,0.6
564,7,3,0.1,si,1693682727.2043366,si,True,0.1,1e-08,256,0.59
565,7,4,0.1,si,1693682727.2043366,si,True,0.1,1e-08,256,0.606
566,7,5,0.1,si,1693682727.2043366,si,True,0.1,1e-08,256,0.624
567,7,6,0.1,si,1693682727.2043366,si,True,0.1,1e-08,256,0.637
568,7,7,0.78,si,1693682727.2043366,si,True,0.1,1e-08,256,0.789
569,7,8,0.679,si,1693682727.2043366,si,True,0.1,1e-08,256,0.74
570,7,9,0.569,si,1693682727.2043366,si,True,0.1,1e-08,256,0.689
571,7,10,0.519,si,1693682727.2043366,si,True,0.1,1e-08,256,0.684
572,8,0,0.1,si,1693682727.2043366,si,True,0.1,1e-08,256,0.637
573,8,1,0.1,si,1693682727.2043366,si,True,0.1,1e-08,256,0.671
574,8,2,0.1,si,1693682727.2043366,si,True,0.1,1e-08,256,0.655
575,8,3,0.1,si,1693682727.2043366,si,True,0.1,1e-08,256,0.674
576,8,4,0.1,si,1693682727.2043366,si,True,0.1,1e-08,256,0.673
577,8,5,0.1,si,1693682727.2043366,si,True,0.1,1e-08,256,0.691
578,8,6,0.1,si,1693682727.2043366,si,True,0.1,1e-08,256,0.705
579,8,7,0.1,si,1693682727.2043366,si,True,0.1,1e-08,256,0.707
580,8,8,0.821,si,1693682727.2043366,si,True,0.1,1e-08,256,0.827
581,8,9,0.703,si,1693682727.2043366,si,True,0.1,1e-08,256,0.768
582,8,10,0.657,si,1693682727.2043366,si,True,0.1,1e-08,256,0.767
583,9,0,0.1,si,1693682727.2043366,si,True,0.1,1e-08,256,0.614
584,9,1,0.1,si,1693682727.2043366,si,True,0.1,1e-08,256,0.667
585,9,2,0.1,si,1693682727.2043366,si,True,0.1,1e-08,256,0.672
586,9,3,0.1,si,1693682727.2043366,si,True,0.1,1e-08,256,0.667
587,9,4,0.1,si,1693682727.2043366,si,True,0.1,1e-08,256,0.657
588,9,5,0.1,si,1693682727.2043366,si,True,0.1,1e-08,256,0.694
589,9,6,0.1,si,1693682727.2043366,si,True,0.1,1e-08,256,0.666
590,9,7,0.1,si,1693682727.2043366,si,True,0.1,1e-08,256,0.674
591,9,8,0.1,si,1693682727.2043366,si,True,0.1,1e-08,256,0.695
592,9,9,0.791,si,1693682727.2043366,si,True,0.1,1e-08,256,0.786
593,9,10,0.698,si,1693682727.2043366,si,True,0.1,1e-08,256,0.761
594,10,0,0.1,si,1693682727.2043366,si,True,0.1,1e-08,256,0.586
595,10,1,0.1,si,1693682727.2043366,si,True,0.1,1e-08,256,0.601
596,10,2,0.1,si,1693682727.2043366,si,True,0.1,1e-08,256,0.613
597,10,3,0.1,si,1693682727.2043366,si,True,0.1,1e-08,256,0.609
598,10,4,0.1,si,1693682727.2043366,si,True,0.1,1e-08,256,0.607
599,10,5,0.1,si,1693682727.2043366,si,True,0.1,1e-08,256,0.651
600,10,6,0.1,si,1693682727.2043366,si,True,0.1,1e-08,256,0.637
601,10,7,0.1,si,1693682727.2043366,si,True,0.1,1e-08,256,0.636
602,10,8,0.1,si,1693682727.2043366,si,True,0.1,1e-08,256,0.654
603,10,9,0.1,si,1693682727.2043366,si,True,0.1,1e-08,256,0.632
604,10,10,0.804,si,1693682727.2043366,si,True,0.1,1e-08,256,0.792
605,0,0,0.8281,si,1693684231.7992785,si,True,0.1,1e-08,128,0.8222
606,0,1,0.6778,si,1693684231.7992785,si,True,0.1,1e-08,128,0.7312
607,0,2,0.4652,si,1693684231.7992785,si,True,0.1,1e-08,128,0.6297
608,0,3,0.4157,si,1693684231.7992785,si,True,0.1,1e-08,128,0.6046
609,0,4,0.3447,si,1693684231.7992785,si,True,0.1,1e-08,128,0.6023
610,0,5,0.3491,si,1693684231.7992785,si,True,0.1,1e-08,128,0.5946
611,0,6,0.3559,si,1693684231.7992785,si,True,0.1,1e-08,128,0.5719
612,0,7,0.3443,si,1693684231.7992785,si,True,0.1,1e-08,128,0.5691
613,0,8,0.3401,si,1693684231.7992785,si,True,0.1,1e-08,128,0.5634
614,0,9,0.2928,si,1693684231.7992785,si,True,0.1,1e-08,128,0.5626
615,0,10,0.2938,si,1693684231.7992785,si,True,0.1,1e-08,128,0.5577
616,1,0,0.1,si,1693684231.7992785,si,True,0.1,1e-08,128,0.657
617,1,1,0.854,si,1693684231.7992785,si,True,0.1,1e-08,128,0.851
618,1,2,0.644,si,1693684231.7992785,si,True,0.1,1e-08,128,0.727
619,1,3,0.57,si,1693684231.7992785,si,True,0.1,1e-08,128,0.729
620,1,4,0.529,si,1693684231.7992785,si,True,0.1,1e-08,128,0.712
621,1,5,0.512,si,1693684231.7992785,si,True,0.1,1e-08,128,0.694
622,1,6,0.49,si,1693684231.7992785,si,True,0.1,1e-08,128,0.65
623,1,7,0.452,si,1693684231.7992785,si,True,0.1,1e-08,128,0.674
624,1,8,0.48,si,1693684231.7992785,si,True,0.1,1e-08,128,0.699
625,1,9,0.439,si,1693684231.7992785,si,True,0.1,1e-08,128,0.696
626,1,10,0.399,si,1693684231.7992785,si,True,0.1,1e-08,128,0.68
627,2,0,0.1,si,1693684231.7992785,si,True,0.1,1e-08,128,0.408
628,2,1,0.1,si,1693684231.7992785,si,True,0.1,1e-08,128,0.515
629,2,2,0.803,si,1693684231.7992785,si,True,0.1,1e-08,128,0.812
630,2,3,0.623,si,1693684231.7992785,si,True,0.1,1e-08,128,0.67
631,2,4,0.506,si,1693684231.7992785,si,True,0.1,1e-08,128,0.594
632,2,5,0.445,si,1693684231.7992785,si,True,0.1,1e-08,128,0.581
633,2,6,0.385,si,1693684231.7992785,si,True,0.1,1e-08,128,0.573
634,2,7,0.395,si,1693684231.7992785,si,True,0.1,1e-08,128,0.577
635,2,8,0.364,si,1693684231.7992785,si,True,0.1,1e-08,128,0.563
636,2,9,0.35,si,1693684231.7992785,si,True,0.1,1e-08,128,0.566
637,2,10,0.328,si,1693684231.7992785,si,True,0.1,1e-08,128,0.538
638,3,0,0.1,si,1693684231.7992785,si,True,0.1,1e-08,128,0.561
639,3,1,0.1,si,1693684231.7992785,si,True,0.1,1e-08,128,0.623
640,3,2,0.1,si,1693684231.7992785,si,True,0.1,1e-08,128,0.601
641,3,3,0.818,si,1693684231.7992785,si,True,0.1,1e-08,128,0.812
642,3,4,0.651,si,1693684231.7992785,si,True,0.1,1e-08,128,0.736
643,3,5,0.576,si,1693684231.7992785,si,True,0.1,1e-08,128,0.699
644,3,6,0.486,si,1693684231.7992785,si,True,0.1,1e-08,128,0.685
645,3,7,0.463,si,1693684231.7992785,si,True,0.1,1e-08,128,0.66
646,3,8,0.484,si,1693684231.7992785,si,True,0.1,1e-08,128,0.677
647,3,9,0.477,si,1693684231.7992785,si,True,0.1,1e-08,128,0.663
648,3,10,0.448,si,1693684231.7992785,si,True,0.1,1e-08,128,0.66
649,4,0,0.1,si,1693684231.7992785,si,True,0.1,1e-08,128,0.55
650,4,1,0.1,si,1693684231.7992785,si,True,0.1,1e-08,128,0.639
651,4,2,0.1,si,1693684231.7992785,si,True,0.1,1e-08,128,0.632
652,4,3,0.1,si,1693684231.7992785,si,True,0.1,1e-08,128,0.673
653,4,4,0.836,si,1693684231.7992785,si,True,0.1,1e-08,128,0.834
654,4,5,0.689,si,1693684231.7992785,si,True,0.1,1e-08,128,0.738
655,4,6,0.547,si,1693684231.7992785,si,True,0.1,1e-08,128,0.696
656,4,7,0.436,si,1693684231.7992785,si,True,0.1,1e-08,128,0.681
657,4,8,0.403,si,1693684231.7992785,si,True,0.1,1e-08,128,0.673
658,4,9,0.439,si,1693684231.7992785,si,True,0.1,1e-08,128,0.66
659,4,10,0.413,si,1693684231.7992785,si,True,0.1,1e-08,128,0.651
660,5,0,0.1,si,1693684231.7992785,si,True,0.1,1e-08,128,0.553
661,5,1,0.1,si,1693684231.7992785,si,True,0.1,1e-08,128,0.633
662,5,2,0.1,si,1693684231.7992785,si,True,0.1,1e-08,128,0.612
663,5,3,0.1,si,1693684231.7992785,si,True,0.1,1e-08,128,0.617
664,5,4,0.1,si,1693684231.7992785,si,True,0.1,1e-08,128,0.607
665,5,5,0.811,si,1693684231.7992785,si,True,0.1,1e-08,128,0.806
666,5,6,0.686,si,1693684231.7992785,si,True,0.1,1e-08,128,0.732
667,5,7,0.499,si,1693684231.7992785,si,True,0.1,1e-08,128,0.742
668,5,8,0.481,si,1693684231.7992785,si,True,0.1,1e-08,128,0.71
669,5,9,0.479,si,1693684231.7992785,si,True,0.1,1e-08,128,0.686
670,5,10,0.467,si,1693684231.7992785,si,True,0.1,1e-08,128,0.712
671,6,0,0.1,si,1693684231.7992785,si,True,0.1,1e-08,128,0.553
672,6,1,0.1,si,1693684231.7992785,si,True,0.1,1e-08,128,0.604
673,6,2,0.1,si,1693684231.7992785,si,True,0.1,1e-08,128,0.628
674,6,3,0.1,si,1693684231.7992785,si,True,0.1,1e-08,128,0.598
675,6,4,0.1,si,1693684231.7992785,si,True,0.1,1e-08,128,0.598
676,6,5,0.1,si,1693684231.7992785,si,True,0.1,1e-08,128,0.624
677,6,6,0.854,si,1693684231.7992785,si,True,0.1,1e-08,128,0.848
678,6,7,0.645,si,1693684231.7992785,si,True,0.1,1e-08,128,0.745
679,6,8,0.549,si,1693684231.7992785,si,True,0.1,1e-08,128,0.708
680,6,9,0.494,si,1693684231.7992785,si,True,0.1,1e-08,128,0.687
681,6,10,0.518,si,1693684231.7992785,si,True,0.1,1e-08,128,0.688
682,7,0,0.1,si,1693684231.7992785,si,True,0.1,1e-08,128,0.541
683,7,1,0.1,si,1693684231.7992785,si,True,0.1,1e-08,128,0.553
684,7,2,0.1,si,1693684231.7992785,si,True,0.1,1e-08,128,0.569
