index,task,phase,cl_result,run,tstamp,algorithm,manager,si_lambda,si_eps,dense_size,ridge_result
24697,1,2,0.709,si,1693991860.1696873,si,True,100.0,0.0001,512,0.731
24698,1,3,0.645,si,1693991860.1696873,si,True,100.0,0.0001,512,0.708
24699,1,4,0.595,si,1693991860.1696873,si,True,100.0,0.0001,512,0.709
24700,1,5,0.602,si,1693991860.1696873,si,True,100.0,0.0001,512,0.713
24701,1,6,0.628,si,1693991860.1696873,si,True,100.0,0.0001,512,0.723
24702,1,7,0.659,si,1693991860.1696873,si,True,100.0,0.0001,512,0.71
24703,1,8,0.665,si,1693991860.1696873,si,True,100.0,0.0001,512,0.729
24704,1,9,0.628,si,1693991860.1696873,si,True,100.0,0.0001,512,0.697
24705,1,10,0.609,si,1693991860.1696873,si,True,100.0,0.0001,512,0.712
24706,2,0,0.1,si,1693991860.1696873,si,True,100.0,0.0001,512,0.613
24707,2,1,0.1,si,1693991860.1696873,si,True,100.0,0.0001,512,0.649
24708,2,2,0.687,si,1693991860.1696873,si,True,100.0,0.0001,512,0.69
24709,2,3,0.556,si,1693991860.1696873,si,True,100.0,0.0001,512,0.67
24710,2,4,0.493,si,1693991860.1696873,si,True,100.0,0.0001,512,0.655
24711,2,5,0.498,si,1693991860.1696873,si,True,100.0,0.0001,512,0.649
24712,2,6,0.508,si,1693991860.1696873,si,True,100.0,0.0001,512,0.676
24713,2,7,0.561,si,1693991860.1696873,si,True,100.0,0.0001,512,0.67
24714,2,8,0.516,si,1693991860.1696873,si,True,100.0,0.0001,512,0.664
24715,2,9,0.521,si,1693991860.1696873,si,True,100.0,0.0001,512,0.676
24716,2,10,0.531,si,1693991860.1696873,si,True,100.0,0.0001,512,0.671
24717,3,0,0.1,si,1693991860.1696873,si,True,100.0,0.0001,512,0.67
24718,3,1,0.1,si,1693991860.1696873,si,True,100.0,0.0001,512,0.684
24719,3,2,0.1,si,1693991860.1696873,si,True,100.0,0.0001,512,0.678
24720,3,3,0.747,si,1693991860.1696873,si,True,100.0,0.0001,512,0.733
24721,3,4,0.708,si,1693991860.1696873,si,True,100.0,0.0001,512,0.712
24722,3,5,0.686,si,1693991860.1696873,si,True,100.0,0.0001,512,0.697
24723,3,6,0.662,si,1693991860.1696873,si,True,100.0,0.0001,512,0.713
24724,3,7,0.678,si,1693991860.1696873,si,True,100.0,0.0001,512,0.708
24725,3,8,0.702,si,1693991860.1696873,si,True,100.0,0.0001,512,0.703
24726,3,9,0.659,si,1693991860.1696873,si,True,100.0,0.0001,512,0.704
24727,3,10,0.63,si,1693991860.1696873,si,True,100.0,0.0001,512,0.707
24728,4,0,0.1,si,1693991860.1696873,si,True,100.0,0.0001,512,0.6
24729,4,1,0.1,si,1693991860.1696873,si,True,100.0,0.0001,512,0.62
24730,4,2,0.1,si,1693991860.1696873,si,True,100.0,0.0001,512,0.626
24731,4,3,0.1,si,1693991860.1696873,si,True,100.0,0.0001,512,0.651
24732,4,4,0.7,si,1693991860.1696873,si,True,100.0,0.0001,512,0.687
24733,4,5,0.653,si,1693991860.1696873,si,True,100.0,0.0001,512,0.666
24734,4,6,0.665,si,1693991860.1696873,si,True,100.0,0.0001,512,0.663
24735,4,7,0.645,si,1693991860.1696873,si,True,100.0,0.0001,512,0.67
24736,4,8,0.658,si,1693991860.1696873,si,True,100.0,0.0001,512,0.654
24737,4,9,0.613,si,1693991860.1696873,si,True,100.0,0.0001,512,0.67
24738,4,10,0.595,si,1693991860.1696873,si,True,100.0,0.0001,512,0.659
24739,5,0,0.1,si,1693991860.1696873,si,True,100.0,0.0001,512,0.672
24740,5,1,0.1,si,1693991860.1696873,si,True,100.0,0.0001,512,0.702
24741,5,2,0.1,si,1693991860.1696873,si,True,100.0,0.0001,512,0.672
24742,5,3,0.1,si,1693991860.1696873,si,True,100.0,0.0001,512,0.676
24743,5,4,0.1,si,1693991860.1696873,si,True,100.0,0.0001,512,0.685
24744,5,5,0.759,si,1693991860.1696873,si,True,100.0,0.0001,512,0.752
24745,5,6,0.749,si,1693991860.1696873,si,True,100.0,0.0001,512,0.751
24746,5,7,0.706,si,1693991860.1696873,si,True,100.0,0.0001,512,0.725
24747,5,8,0.734,si,1693991860.1696873,si,True,100.0,0.0001,512,0.748
24748,5,9,0.679,si,1693991860.1696873,si,True,100.0,0.0001,512,0.73
24749,5,10,0.708,si,1693991860.1696873,si,True,100.0,0.0001,512,0.744
24750,6,0,0.1,si,1693991860.1696873,si,True,100.0,0.0001,512,0.629
24751,6,1,0.1,si,1693991860.1696873,si,True,100.0,0.0001,512,0.664
24752,6,2,0.1,si,1693991860.1696873,si,True,100.0,0.0001,512,0.666
24753,6,3,0.1,si,1693991860.1696873,si,True,100.0,0.0001,512,0.658
24754,6,4,0.1,si,1693991860.1696873,si,True,100.0,0.0001,512,0.663
24755,6,5,0.1,si,1693991860.1696873,si,True,100.0,0.0001,512,0.694
24756,6,6,0.769,si,1693991860.1696873,si,True,100.0,0.0001,512,0.755
24757,6,7,0.663,si,1693991860.1696873,si,True,100.0,0.0001,512,0.718
24758,6,8,0.661,si,1693991860.1696873,si,True,100.0,0.0001,512,0.715
24759,6,9,0.654,si,1693991860.1696873,si,True,100.0,0.0001,512,0.706
24760,6,10,0.687,si,1693991860.1696873,si,True,100.0,0.0001,512,0.741
24761,7,0,0.1,si,1693991860.1696873,si,True,100.0,0.0001,512,0.56
24762,7,1,0.1,si,1693991860.1696873,si,True,100.0,0.0001,512,0.586
24763,7,2,0.1,si,1693991860.1696873,si,True,100.0,0.0001,512,0.596
24764,7,3,0.1,si,1693991860.1696873,si,True,100.0,0.0001,512,0.607
24765,7,4,0.1,si,1693991860.1696873,si,True,100.0,0.0001,512,0.633
24766,7,5,0.1,si,1693991860.1696873,si,True,100.0,0.0001,512,0.624
24767,7,6,0.1,si,1693991860.1696873,si,True,100.0,0.0001,512,0.622
24768,7,7,0.705,si,1693991860.1696873,si,True,100.0,0.0001,512,0.678
24769,7,8,0.668,si,1693991860.1696873,si,True,100.0,0.0001,512,0.659
24770,7,9,0.588,si,1693991860.1696873,si,True,100.0,0.0001,512,0.672
24771,7,10,0.574,si,1693991860.1696873,si,True,100.0,0.0001,512,0.649
24772,8,0,0.1,si,1693991860.1696873,si,True,100.0,0.0001,512,0.734
24773,8,1,0.1,si,1693991860.1696873,si,True,100.0,0.0001,512,0.776
24774,8,2,0.1,si,1693991860.1696873,si,True,100.0,0.0001,512,0.773
24775,8,3,0.1,si,1693991860.1696873,si,True,100.0,0.0001,512,0.761
24776,8,4,0.1,si,1693991860.1696873,si,True,100.0,0.0001,512,0.779
24777,8,5,0.1,si,1693991860.1696873,si,True,100.0,0.0001,512,0.791
24778,8,6,0.1,si,1693991860.1696873,si,True,100.0,0.0001,512,0.798
24779,8,7,0.1,si,1693991860.1696873,si,True,100.0,0.0001,512,0.807
24780,8,8,0.821,si,1693991860.1696873,si,True,100.0,0.0001,512,0.835
24781,8,9,0.78,si,1693991860.1696873,si,True,100.0,0.0001,512,0.815
24782,8,10,0.764,si,1693991860.1696873,si,True,100.0,0.0001,512,0.807
24783,9,0,0.1,si,1693991860.1696873,si,True,100.0,0.0001,512,0.594
24784,9,1,0.1,si,1693991860.1696873,si,True,100.0,0.0001,512,0.591
24785,9,2,0.1,si,1693991860.1696873,si,True,100.0,0.0001,512,0.579
24786,9,3,0.1,si,1693991860.1696873,si,True,100.0,0.0001,512,0.581
24787,9,4,0.1,si,1693991860.1696873,si,True,100.0,0.0001,512,0.59
24788,9,5,0.1,si,1693991860.1696873,si,True,100.0,0.0001,512,0.592
24789,9,6,0.1,si,1693991860.1696873,si,True,100.0,0.0001,512,0.62
24790,9,7,0.1,si,1693991860.1696873,si,True,100.0,0.0001,512,0.622
24791,9,8,0.1,si,1693991860.1696873,si,True,100.0,0.0001,512,0.608
24792,9,9,0.697,si,1693991860.1696873,si,True,100.0,0.0001,512,0.674
24793,9,10,0.622,si,1693991860.1696873,si,True,100.0,0.0001,512,0.657
24794,10,0,0.1,si,1693991860.1696873,si,True,100.0,0.0001,512,0.673
24795,10,1,0.1,si,1693991860.1696873,si,True,100.0,0.0001,512,0.688
24796,10,2,0.1,si,1693991860.1696873,si,True,100.0,0.0001,512,0.693
24797,10,3,0.1,si,1693991860.1696873,si,True,100.0,0.0001,512,0.692
24798,10,4,0.1,si,1693991860.1696873,si,True,100.0,0.0001,512,0.688
24799,10,5,0.1,si,1693991860.1696873,si,True,100.0,0.0001,512,0.709
24800,10,6,0.1,si,1693991860.1696873,si,True,100.0,0.0001,512,0.724
24801,10,7,0.1,si,1693991860.1696873,si,True,100.0,0.0001,512,0.706
24802,10,8,0.1,si,1693991860.1696873,si,True,100.0,0.0001,512,0.718
24803,10,9,0.1,si,1693991860.1696873,si,True,100.0,0.0001,512,0.738
24804,10,10,0.8,si,1693991860.1696873,si,True,100.0,0.0001,512,0.768
24805,0,0,0.8375,si,1693991882.4155235,si,True,100.0,0.0001,256,0.8322
24806,0,1,0.7678,si,1693991882.4155235,si,True,100.0,0.0001,256,0.8105
24807,0,2,0.6328,si,1693991882.4155235,si,True,100.0,0.0001,256,0.7131
24808,0,3,0.6642,si,1693991882.4155235,si,True,100.0,0.0001,256,0.7336
24809,0,4,0.6418,si,1693991882.4155235,si,True,100.0,0.0001,256,0.7291
24810,0,5,0.6588,si,1693991882.4155235,si,True,100.0,0.0001,256,0.7266
24811,0,6,0.6438,si,1693991882.4155235,si,True,100.0,0.0001,256,0.7225
24812,0,7,0.6127,si,1693991882.4155235,si,True,100.0,0.0001,256,0.7258
24813,0,8,0.621,si,1693991882.4155235,si,True,100.0,0.0001,256,0.7281
24814,0,9,0.6137,si,1693991882.4155235,si,True,100.0,0.0001,256,0.6946
24815,0,10,0.5549,si,1693991882.4155235,si,True,100.0,0.0001,256,0.6874
24816,1,0,0.1,si,1693991882.4155235,si,True,100.0,0.0001,256,0.633
24817,1,1,0.753,si,1693991882.4155235,si,True,100.0,0.0001,256,0.731
24818,1,2,0.589,si,1693991882.4155235,si,True,100.0,0.0001,256,0.647
24819,1,3,0.582,si,1693991882.4155235,si,True,100.0,0.0001,256,0.63
24820,1,4,0.532,si,1693991882.4155235,si,True,100.0,0.0001,256,0.646
24821,1,5,0.549,si,1693991882.4155235,si,True,100.0,0.0001,256,0.649
24822,1,6,0.586,si,1693991882.4155235,si,True,100.0,0.0001,256,0.683
24823,1,7,0.531,si,1693991882.4155235,si,True,100.0,0.0001,256,0.674
24824,1,8,0.568,si,1693991882.4155235,si,True,100.0,0.0001,256,0.673
24825,1,9,0.507,si,1693991882.4155235,si,True,100.0,0.0001,256,0.654
24826,1,10,0.538,si,1693991882.4155235,si,True,100.0,0.0001,256,0.651
24827,2,0,0.1,si,1693991882.4155235,si,True,100.0,0.0001,256,0.551
24828,2,1,0.1,si,1693991882.4155235,si,True,100.0,0.0001,256,0.572
24829,2,2,0.689,si,1693991882.4155235,si,True,100.0,0.0001,256,0.656
24830,2,3,0.55,si,1693991882.4155235,si,True,100.0,0.0001,256,0.625
24831,2,4,0.509,si,1693991882.4155235,si,True,100.0,0.0001,256,0.621
24832,2,5,0.456,si,1693991882.4155235,si,True,100.0,0.0001,256,0.605
24833,2,6,0.497,si,1693991882.4155235,si,True,100.0,0.0001,256,0.641
24834,2,7,0.541,si,1693991882.4155235,si,True,100.0,0.0001,256,0.628
24835,2,8,0.493,si,1693991882.4155235,si,True,100.0,0.0001,256,0.623
24836,2,9,0.517,si,1693991882.4155235,si,True,100.0,0.0001,256,0.616
24837,2,10,0.538,si,1693991882.4155235,si,True,100.0,0.0001,256,0.635
24838,3,0,0.1,si,1693991882.4155235,si,True,100.0,0.0001,256,0.602
24839,3,1,0.1,si,1693991882.4155235,si,True,100.0,0.0001,256,0.586
24840,3,2,0.1,si,1693991882.4155235,si,True,100.0,0.0001,256,0.545
24841,3,3,0.678,si,1693991882.4155235,si,True,100.0,0.0001,256,0.664
24842,3,4,0.594,si,1693991882.4155235,si,True,100.0,0.0001,256,0.646
24843,3,5,0.563,si,1693991882.4155235,si,True,100.0,0.0001,256,0.626
24844,3,6,0.557,si,1693991882.4155235,si,True,100.0,0.0001,256,0.636
24845,3,7,0.52,si,1693991882.4155235,si,True,100.0,0.0001,256,0.635
24846,3,8,0.583,si,1693991882.4155235,si,True,100.0,0.0001,256,0.644
24847,3,9,0.539,si,1693991882.4155235,si,True,100.0,0.0001,256,0.622
24848,3,10,0.526,si,1693991882.4155235,si,True,100.0,0.0001,256,0.616
24849,4,0,0.1,si,1693991882.4155235,si,True,100.0,0.0001,256,0.562
24850,4,1,0.1,si,1693991882.4155235,si,True,100.0,0.0001,256,0.574
24851,4,2,0.1,si,1693991882.4155235,si,True,100.0,0.0001,256,0.543
24852,4,3,0.1,si,1693991882.4155235,si,True,100.0,0.0001,256,0.561
24853,4,4,0.711,si,1693991882.4155235,si,True,100.0,0.0001,256,0.697
24854,4,5,0.602,si,1693991882.4155235,si,True,100.0,0.0001,256,0.654
24855,4,6,0.589,si,1693991882.4155235,si,True,100.0,0.0001,256,0.639
24856,4,7,0.566,si,1693991882.4155235,si,True,100.0,0.0001,256,0.639
24857,4,8,0.601,si,1693991882.4155235,si,True,100.0,0.0001,256,0.641
24858,4,9,0.562,si,1693991882.4155235,si,True,100.0,0.0001,256,0.63
24859,4,10,0.574,si,1693991882.4155235,si,True,100.0,0.0001,256,0.624
24860,5,0,0.1,si,1693991882.4155235,si,True,100.0,0.0001,256,0.635
24861,5,1,0.1,si,1693991882.4155235,si,True,100.0,0.0001,256,0.676
24862,5,2,0.1,si,1693991882.4155235,si,True,100.0,0.0001,256,0.625
24863,5,3,0.1,si,1693991882.4155235,si,True,100.0,0.0001,256,0.639
24864,5,4,0.1,si,1693991882.4155235,si,True,100.0,0.0001,256,0.657
24865,5,5,0.772,si,1693991882.4155235,si,True,100.0,0.0001,256,0.761
24866,5,6,0.701,si,1693991882.4155235,si,True,100.0,0.0001,256,0.722
24867,5,7,0.645,si,1693991882.4155235,si,True,100.0,0.0001,256,0.708
24868,5,8,0.665,si,1693991882.4155235,si,True,100.0,0.0001,256,0.724
24869,5,9,0.615,si,1693991882.4155235,si,True,100.0,0.0001,256,0.698
24870,5,10,0.642,si,1693991882.4155235,si,True,100.0,0.0001,256,0.704
24871,6,0,0.1,si,1693991882.4155235,si,True,100.0,0.0001,256,0.56
24872,6,1,0.1,si,1693991882.4155235,si,True,100.0,0.0001,256,0.621
24873,6,2,0.1,si,1693991882.4155235,si,True,100.0,0.0001,256,0.593
24874,6,3,0.1,si,1693991882.4155235,si,True,100.0,0.0001,256,0.606
24875,6,4,0.1,si,1693991882.4155235,si,True,100.0,0.0001,256,0.595
24876,6,5,0.1,si,1693991882.4155235,si,True,100.0,0.0001,256,0.595
24877,6,6,0.749,si,1693991882.4155235,si,True,100.0,0.0001,256,0.742
24878,6,7,0.643,si,1693991882.4155235,si,True,100.0,0.0001,256,0.687
24879,6,8,0.642,si,1693991882.4155235,si,True,100.0,0.0001,256,0.681
24880,6,9,0.633,si,1693991882.4155235,si,True,100.0,0.0001,256,0.668
24881,6,10,0.615,si,1693991882.4155235,si,True,100.0,0.0001,256,0.682
24882,7,0,0.1,si,1693991882.4155235,si,True,100.0,0.0001,256,0.507
24883,7,1,0.1,si,1693991882.4155235,si,True,100.0,0.0001,256,0.529
24884,7,2,0.1,si,1693991882.4155235,si,True,100.0,0.0001,256,0.499
24885,7,3,0.1,si,1693991882.4155235,si,True,100.0,0.0001,256,0.51
24886,7,4,0.1,si,1693991882.4155235,si,True,100.0,0.0001,256,0.546
24887,7,5,0.1,si,1693991882.4155235,si,True,100.0,0.0001,256,0.54
24888,7,6,0.1,si,1693991882.4155235,si,True,100.0,0.0001,256,0.531
24889,7,7,0.687,si,1693991882.4155235,si,True,100.0,0.0001,256,0.675
24890,7,8,0.644,si,1693991882.4155235,si,True,100.0,0.0001,256,0.635
24891,7,9,0.624,si,1693991882.4155235,si,True,100.0,0.0001,256,0.608
24892,7,10,0.59,si,1693991882.4155235,si,True,100.0,0.0001,256,0.576
24893,8,0,0.1,si,1693991882.4155235,si,True,100.0,0.0001,256,0.693
24894,8,1,0.1,si,1693991882.4155235,si,True,100.0,0.0001,256,0.725
24895,8,2,0.1,si,1693991882.4155235,si,True,100.0,0.0001,256,0.687
24896,8,3,0.1,si,1693991882.4155235,si,True,100.0,0.0001,256,0.696
24897,8,4,0.1,si,1693991882.4155235,si,True,100.0,0.0001,256,0.711
24898,8,5,0.1,si,1693991882.4155235,si,True,100.0,0.0001,256,0.737
24899,8,6,0.1,si,1693991882.4155235,si,True,100.0,0.0001,256,0.74
24900,8,7,0.1,si,1693991882.4155235,si,True,100.0,0.0001,256,0.744
24901,8,8,0.81,si,1693991882.4155235,si,True,100.0,0.0001,256,0.8
24902,8,9,0.76,si,1693991882.4155235,si,True,100.0,0.0001,256,0.766
24903,8,10,0.745,si,1693991882.4155235,si,True,100.0,0.0001,256,0.769
24904,9,0,0.1,si,1693991882.4155235,si,True,100.0,0.0001,256,0.528
24905,9,1,0.1,si,1693991882.4155235,si,True,100.0,0.0001,256,0.558
24906,9,2,0.1,si,1693991882.4155235,si,True,100.0,0.0001,256,0.541
24907,9,3,0.1,si,1693991882.4155235,si,True,100.0,0.0001,256,0.545
24908,9,4,0.1,si,1693991882.4155235,si,True,100.0,0.0001,256,0.586
24909,9,5,0.1,si,1693991882.4155235,si,True,100.0,0.0001,256,0.579
24910,9,6,0.1,si,1693991882.4155235,si,True,100.0,0.0001,256,0.572
24911,9,7,0.1,si,1693991882.4155235,si,True,100.0,0.0001,256,0.605
24912,9,8,0.1,si,1693991882.4155235,si,True,100.0,0.0001,256,0.613
24913,9,9,0.697,si,1693991882.4155235,si,True,100.0,0.0001,256,0.687
24914,9,10,0.565,si,1693991882.4155235,si,True,100.0,0.0001,256,0.64
24915,10,0,0.1,si,1693991882.4155235,si,True,100.0,0.0001,256,0.602
24916,10,1,0.1,si,1693991882.4155235,si,True,100.0,0.0001,256,0.62
24917,10,2,0.1,si,1693991882.4155235,si,True,100.0,0.0001,256,0.639
24918,10,3,0.1,si,1693991882.4155235,si,True,100.0,0.0001,256,0.637
24919,10,4,0.1,si,1693991882.4155235,si,True,100.0,0.0001,256,0.642
24920,10,5,0.1,si,1693991882.4155235,si,True,100.0,0.0001,256,0.649
24921,10,6,0.1,si,1693991882.4155235,si,True,100.0,0.0001,256,0.682
24922,10,7,0.1,si,1693991882.4155235,si,True,100.0,0.0001,256,0.698
24923,10,8,0.1,si,1693991882.4155235,si,True,100.0,0.0001,256,0.698
24924,10,9,0.1,si,1693991882.4155235,si,True,100.0,0.0001,256,0.68
24925,10,10,0.766,si,1693991882.4155235,si,True,100.0,0.0001,256,0.754
24926,0,0,0.827,si,1693991949.1448615,si,True,100.0,0.0001,128,0.8254
24927,0,1,0.7509,si,1693991949.1448615,si,True,100.0,0.0001,128,0.7837
24928,0,2,0.4766,si,1693991949.1448615,si,True,100.0,0.0001,128,0.6228
24929,0,3,0.5187,si,1693991949.1448615,si,True,100.0,0.0001,128,0.6595
24930,0,4,0.476,si,1693991949.1448615,si,True,100.0,0.0001,128,0.6398
24931,0,5,0.4098,si,1693991949.1448615,si,True,100.0,0.0001,128,0.6502
24932,0,6,0.3651,si,1693991949.1448615,si,True,100.0,0.0001,128,0.6159
24933,0,7,0.3831,si,1693991949.1448615,si,True,100.0,0.0001,128,0.6124
24934,0,8,0.4546,si,1693991949.1448615,si,True,100.0,0.0001,128,0.6268
24935,0,9,0.451,si,1693991949.1448615,si,True,100.0,0.0001,128,0.6096
24936,0,10,0.4113,si,1693991949.1448615,si,True,100.0,0.0001,128,0.5965
24937,1,0,0.1,si,1693991949.1448615,si,True,100.0,0.0001,128,0.568
24938,1,1,0.743,si,1693991949.1448615,si,True,100.0,0.0001,128,0.747
24939,1,2,0.494,si,1693991949.1448615,si,True,100.0,0.0001,128,0.616
24940,1,3,0.313,si,1693991949.1448615,si,True,100.0,0.0001,128,0.624
24941,1,4,0.21,si,1693991949.1448615,si,True,100.0,0.0001,128,0.575
24942,1,5,0.299,si,1693991949.1448615,si,True,100.0,0.0001,128,0.62
24943,1,6,0.299,si,1693991949.1448615,si,True,100.0,0.0001,128,0.64
24944,1,7,0.284,si,1693991949.1448615,si,True,100.0,0.0001,128,0.616
24945,1,8,0.351,si,1693991949.1448615,si,True,100.0,0.0001,128,0.628
24946,1,9,0.295,si,1693991949.1448615,si,True,100.0,0.0001,128,0.569
24947,1,10,0.358,si,1693991949.1448615,si,True,100.0,0.0001,128,0.618
24948,2,0,0.1,si,1693991949.1448615,si,True,100.0,0.0001,128,0.488
24949,2,1,0.1,si,1693991949.1448615,si,True,100.0,0.0001,128,0.543
24950,2,2,0.663,si,1693991949.1448615,si,True,100.0,0.0001,128,0.647
24951,2,3,0.335,si,1693991949.1448615,si,True,100.0,0.0001,128,0.6
24952,2,4,0.318,si,1693991949.1448615,si,True,100.0,0.0001,128,0.596
24953,2,5,0.329,si,1693991949.1448615,si,True,100.0,0.0001,128,0.564
24954,2,6,0.298,si,1693991949.1448615,si,True,100.0,0.0001,128,0.577
24955,2,7,0.347,si,1693991949.1448615,si,True,100.0,0.0001,128,0.603
24956,2,8,0.366,si,1693991949.1448615,si,True,100.0,0.0001,128,0.596
24957,2,9,0.37,si,1693991949.1448615,si,True,100.0,0.0001,128,0.595
24958,2,10,0.356,si,1693991949.1448615,si,True,100.0,0.0001,128,0.628
24959,3,0,0.1,si,1693991949.1448615,si,True,100.0,0.0001,128,0.545
24960,3,1,0.1,si,1693991949.1448615,si,True,100.0,0.0001,128,0.565
24961,3,2,0.1,si,1693991949.1448615,si,True,100.0,0.0001,128,0.462
24962,3,3,0.688,si,1693991949.1448615,si,True,100.0,0.0001,128,0.676
24963,3,4,0.491,si,1693991949.1448615,si,True,100.0,0.0001,128,0.642
24964,3,5,0.439,si,1693991949.1448615,si,True,100.0,0.0001,128,0.584
24965,3,6,0.425,si,1693991949.1448615,si,True,100.0,0.0001,128,0.608
24966,3,7,0.518,si,1693991949.1448615,si,True,100.0,0.0001,128,0.622
24967,3,8,0.457,si,1693991949.1448615,si,True,100.0,0.0001,128,0.61
24968,3,9,0.457,si,1693991949.1448615,si,True,100.0,0.0001,128,0.593
24969,3,10,0.379,si,1693991949.1448615,si,True,100.0,0.0001,128,0.584
24970,4,0,0.1,si,1693991949.1448615,si,True,100.0,0.0001,128,0.486
24971,4,1,0.1,si,1693991949.1448615,si,True,100.0,0.0001,128,0.502
24972,4,2,0.1,si,1693991949.1448615,si,True,100.0,0.0001,128,0.473
24973,4,3,0.1,si,1693991949.1448615,si,True,100.0,0.0001,128,0.519
24974,4,4,0.677,si,1693991949.1448615,si,True,100.0,0.0001,128,0.665
24975,4,5,0.491,si,1693991949.1448615,si,True,100.0,0.0001,128,0.586
24976,4,6,0.459,si,1693991949.1448615,si,True,100.0,0.0001,128,0.587
24977,4,7,0.485,si,1693991949.1448615,si,True,100.0,0.0001,128,0.593
24978,4,8,0.522,si,1693991949.1448615,si,True,100.0,0.0001,128,0.586
24979,4,9,0.5,si,1693991949.1448615,si,True,100.0,0.0001,128,0.574
24980,4,10,0.474,si,1693991949.1448615,si,True,100.0,0.0001,128,0.582
24981,5,0,0.1,si,1693991949.1448615,si,True,100.0,0.0001,128,0.542
24982,5,1,0.1,si,1693991949.1448615,si,True,100.0,0.0001,128,0.59
24983,5,2,0.1,si,1693991949.1448615,si,True,100.0,0.0001,128,0.552
24984,5,3,0.1,si,1693991949.1448615,si,True,100.0,0.0001,128,0.616
24985,5,4,0.1,si,1693991949.1448615,si,True,100.0,0.0001,128,0.584
24986,5,5,0.739,si,1693991949.1448615,si,True,100.0,0.0001,128,0.731
24987,5,6,0.668,si,1693991949.1448615,si,True,100.0,0.0001,128,0.701
24988,5,7,0.547,si,1693991949.1448615,si,True,100.0,0.0001,128,0.69
24989,5,8,0.582,si,1693991949.1448615,si,True,100.0,0.0001,128,0.701
24990,5,9,0.529,si,1693991949.1448615,si,True,100.0,0.0001,128,0.641
24991,5,10,0.596,si,1693991949.1448615,si,True,100.0,0.0001,128,0.687
24992,6,0,0.1,si,1693991949.1448615,si,True,100.0,0.0001,128,0.443
24993,6,1,0.1,si,1693991949.1448615,si,True,100.0,0.0001,128,0.495
24994,6,2,0.1,si,1693991949.1448615,si,True,100.0,0.0001,128,0.484
24995,6,3,0.1,si,1693991949.1448615,si,True,100.0,0.0001,128,0.507
24996,6,4,0.1,si,1693991949.1448615,si,True,100.0,0.0001,128,0.488
24997,6,5,0.1,si,1693991949.1448615,si,True,100.0,0.0001,128,0.514
24998,6,6,0.719,si,1693991949.1448615,si,True,100.0,0.0001,128,0.702
24999,6,7,0.551,si,1693991949.1448615,si,True,100.0,0.0001,128,0.61
25000,6,8,0.581,si,1693991949.1448615,si,True,100.0,0.0001,128,0.615
25001,6,9,0.503,si,1693991949.1448615,si,True,100.0,0.0001,128,0.559
25002,6,10,0.464,si,1693991949.1448615,si,True,100.0,0.0001,128,0.563
25003,7,0,0.1,si,1693991949.1448615,si,True,100.0,0.0001,128,0.413
25004,7,1,0.1,si,1693991949.1448615,si,True,100.0,0.0001,128,0.432
25005,7,2,0.1,si,1693991949.1448615,si,True,100.0,0.0001,128,0.415
25006,7,3,0.1,si,1693991949.1448615,si,True,100.0,0.0001,128,0.455
25007,7,4,0.1,si,1693991949.1448615,si,True,100.0,0.0001,128,0.469
25008,7,5,0.1,si,1693991949.1448615,si,True,100.0,0.0001,128,0.457
25009,7,6,0.1,si,1693991949.1448615,si,True,100.0,0.0001,128,0.474
25010,7,7,0.623,si,1693991949.1448615,si,True,100.0,0.0001,128,0.616
25011,7,8,0.534,si,1693991949.1448615,si,True,100.0,0.0001,128,0.574
25012,7,9,0.546,si,1693991949.1448615,si,True,100.0,0.0001,128,0.576
25013,7,10,0.439,si,1693991949.1448615,si,True,100.0,0.0001,128,0.513
25014,8,0,0.1,si,1693991949.1448615,si,True,100.0,0.0001,128,0.557
25015,8,1,0.1,si,1693991949.1448615,si,True,100.0,0.0001,128,0.64
25016,8,2,0.1,si,1693991949.1448615,si,True,100.0,0.0001,128,0.619
25017,8,3,0.1,si,1693991949.1448615,si,True,100.0,0.0001,128,0.62
25018,8,4,0.1,si,1693991949.1448615,si,True,100.0,0.0001,128,0.631
25019,8,5,0.1,si,1693991949.1448615,si,True,100.0,0.0001,128,0.683
25020,8,6,0.1,si,1693991949.1448615,si,True,100.0,0.0001,128,0.703
25021,8,7,0.1,si,1693991949.1448615,si,True,100.0,0.0001,128,0.653
25022,8,8,0.802,si,1693991949.1448615,si,True,100.0,0.0001,128,0.793
25023,8,9,0.679,si,1693991949.1448615,si,True,100.0,0.0001,128,0.741
25024,8,10,0.647,si,1693991949.1448615,si,True,100.0,0.0001,128,0.753
25025,9,0,0.1,si,1693991949.1448615,si,True,100.0,0.0001,128,0.409
25026,9,1,0.1,si,1693991949.1448615,si,True,100.0,0.0001,128,0.435
25027,9,2,0.1,si,1693991949.1448615,si,True,100.0,0.0001,128,0.458
25028,9,3,0.1,si,1693991949.1448615,si,True,100.0,0.0001,128,0.46
25029,9,4,0.1,si,1693991949.1448615,si,True,100.0,0.0001,128,0.525
25030,9,5,0.1,si,1693991949.1448615,si,True,100.0,0.0001,128,0.476
25031,9,6,0.1,si,1693991949.1448615,si,True,100.0,0.0001,128,0.503
25032,9,7,0.1,si,1693991949.1448615,si,True,100.0,0.0001,128,0.537
25033,9,8,0.1,si,1693991949.1448615,si,True,100.0,0.0001,128,0.517
25034,9,9,0.678,si,1693991949.1448615,si,True,100.0,0.0001,128,0.657
25035,9,10,0.516,si,1693991949.1448615,si,True,100.0,0.0001,128,0.577
