index,task,phase,cl_result,run,tstamp,algorithm,manager,ewc_lambda,dense_size,ridge_result
4388,2,10,0.702,ewc,1693553051.6795218,ewc,True,10000.0,512,0.716
4389,3,0,0.1,ewc,1693553051.6795218,ewc,True,10000.0,512,0.669
4390,3,1,0.1,ewc,1693553051.6795218,ewc,True,10000.0,512,0.689
4391,3,2,0.1,ewc,1693553051.6795218,ewc,True,10000.0,512,0.702
4392,3,3,0.781,ewc,1693553051.6795218,ewc,True,10000.0,512,0.757
4393,3,4,0.749,ewc,1693553051.6795218,ewc,True,10000.0,512,0.753
4394,3,5,0.761,ewc,1693553051.6795218,ewc,True,10000.0,512,0.749
4395,3,6,0.76,ewc,1693553051.6795218,ewc,True,10000.0,512,0.748
4396,3,7,0.76,ewc,1693553051.6795218,ewc,True,10000.0,512,0.756
4397,3,8,0.76,ewc,1693553051.6795218,ewc,True,10000.0,512,0.753
4398,3,9,0.756,ewc,1693553051.6795218,ewc,True,10000.0,512,0.744
4399,3,10,0.753,ewc,1693553051.6795218,ewc,True,10000.0,512,0.74
4400,4,0,0.1,ewc,1693553051.6795218,ewc,True,10000.0,512,0.585
4401,4,1,0.1,ewc,1693553051.6795218,ewc,True,10000.0,512,0.639
4402,4,2,0.1,ewc,1693553051.6795218,ewc,True,10000.0,512,0.641
4403,4,3,0.1,ewc,1693553051.6795218,ewc,True,10000.0,512,0.652
4404,4,4,0.724,ewc,1693553051.6795218,ewc,True,10000.0,512,0.701
4405,4,5,0.686,ewc,1693553051.6795218,ewc,True,10000.0,512,0.676
4406,4,6,0.694,ewc,1693553051.6795218,ewc,True,10000.0,512,0.702
4407,4,7,0.688,ewc,1693553051.6795218,ewc,True,10000.0,512,0.68
4408,4,8,0.696,ewc,1693553051.6795218,ewc,True,10000.0,512,0.679
4409,4,9,0.696,ewc,1693553051.6795218,ewc,True,10000.0,512,0.68
4410,4,10,0.703,ewc,1693553051.6795218,ewc,True,10000.0,512,0.677
4411,5,0,0.1,ewc,1693553051.6795218,ewc,True,10000.0,512,0.669
4412,5,1,0.1,ewc,1693553051.6795218,ewc,True,10000.0,512,0.715
4413,5,2,0.1,ewc,1693553051.6795218,ewc,True,10000.0,512,0.733
4414,5,3,0.1,ewc,1693553051.6795218,ewc,True,10000.0,512,0.739
4415,5,4,0.1,ewc,1693553051.6795218,ewc,True,10000.0,512,0.731
4416,5,5,0.768,ewc,1693553051.6795218,ewc,True,10000.0,512,0.755
4417,5,6,0.761,ewc,1693553051.6795218,ewc,True,10000.0,512,0.765
4418,5,7,0.766,ewc,1693553051.6795218,ewc,True,10000.0,512,0.759
4419,5,8,0.761,ewc,1693553051.6795218,ewc,True,10000.0,512,0.747
4420,5,9,0.766,ewc,1693553051.6795218,ewc,True,10000.0,512,0.741
4421,5,10,0.773,ewc,1693553051.6795218,ewc,True,10000.0,512,0.751
4422,6,0,0.1,ewc,1693553051.6795218,ewc,True,10000.0,512,0.631
4423,6,1,0.1,ewc,1693553051.6795218,ewc,True,10000.0,512,0.709
4424,6,2,0.1,ewc,1693553051.6795218,ewc,True,10000.0,512,0.719
4425,6,3,0.1,ewc,1693553051.6795218,ewc,True,10000.0,512,0.717
4426,6,4,0.1,ewc,1693553051.6795218,ewc,True,10000.0,512,0.724
4427,6,5,0.1,ewc,1693553051.6795218,ewc,True,10000.0,512,0.74
4428,6,6,0.778,ewc,1693553051.6795218,ewc,True,10000.0,512,0.745
4429,6,7,0.746,ewc,1693553051.6795218,ewc,True,10000.0,512,0.75
4430,6,8,0.752,ewc,1693553051.6795218,ewc,True,10000.0,512,0.754
4431,6,9,0.756,ewc,1693553051.6795218,ewc,True,10000.0,512,0.752
4432,6,10,0.747,ewc,1693553051.6795218,ewc,True,10000.0,512,0.751
4433,7,0,0.1,ewc,1693553051.6795218,ewc,True,10000.0,512,0.599
4434,7,1,0.1,ewc,1693553051.6795218,ewc,True,10000.0,512,0.661
4435,7,2,0.1,ewc,1693553051.6795218,ewc,True,10000.0,512,0.663
4436,7,3,0.1,ewc,1693553051.6795218,ewc,True,10000.0,512,0.674
4437,7,4,0.1,ewc,1693553051.6795218,ewc,True,10000.0,512,0.671
4438,7,5,0.1,ewc,1693553051.6795218,ewc,True,10000.0,512,0.66
4439,7,6,0.1,ewc,1693553051.6795218,ewc,True,10000.0,512,0.67
4440,7,7,0.703,ewc,1693553051.6795218,ewc,True,10000.0,512,0.693
4441,7,8,0.686,ewc,1693553051.6795218,ewc,True,10000.0,512,0.695
4442,7,9,0.698,ewc,1693553051.6795218,ewc,True,10000.0,512,0.685
4443,7,10,0.698,ewc,1693553051.6795218,ewc,True,10000.0,512,0.673
4444,8,0,0.1,ewc,1693553051.6795218,ewc,True,10000.0,512,0.741
4445,8,1,0.1,ewc,1693553051.6795218,ewc,True,10000.0,512,0.794
4446,8,2,0.1,ewc,1693553051.6795218,ewc,True,10000.0,512,0.808
4447,8,3,0.1,ewc,1693553051.6795218,ewc,True,10000.0,512,0.811
4448,8,4,0.1,ewc,1693553051.6795218,ewc,True,10000.0,512,0.813
4449,8,5,0.1,ewc,1693553051.6795218,ewc,True,10000.0,512,0.806
4450,8,6,0.1,ewc,1693553051.6795218,ewc,True,10000.0,512,0.826
4451,8,7,0.1,ewc,1693553051.6795218,ewc,True,10000.0,512,0.811
4452,8,8,0.826,ewc,1693553051.6795218,ewc,True,10000.0,512,0.824
4453,8,9,0.826,ewc,1693553051.6795218,ewc,True,10000.0,512,0.824
4454,8,10,0.818,ewc,1693553051.6795218,ewc,True,10000.0,512,0.813
4455,9,0,0.1,ewc,1693553051.6795218,ewc,True,10000.0,512,0.606
4456,9,1,0.1,ewc,1693553051.6795218,ewc,True,10000.0,512,0.647
4457,9,2,0.1,ewc,1693553051.6795218,ewc,True,10000.0,512,0.658
4458,9,3,0.1,ewc,1693553051.6795218,ewc,True,10000.0,512,0.668
4459,9,4,0.1,ewc,1693553051.6795218,ewc,True,10000.0,512,0.675
4460,9,5,0.1,ewc,1693553051.6795218,ewc,True,10000.0,512,0.66
4461,9,6,0.1,ewc,1693553051.6795218,ewc,True,10000.0,512,0.677
4462,9,7,0.1,ewc,1693553051.6795218,ewc,True,10000.0,512,0.678
4463,9,8,0.1,ewc,1693553051.6795218,ewc,True,10000.0,512,0.662
4464,9,9,0.693,ewc,1693553051.6795218,ewc,True,10000.0,512,0.686
4465,9,10,0.685,ewc,1693553051.6795218,ewc,True,10000.0,512,0.672
4466,10,0,0.1,ewc,1693553051.6795218,ewc,True,10000.0,512,0.688
4467,10,1,0.1,ewc,1693553051.6795218,ewc,True,10000.0,512,0.731
4468,10,2,0.1,ewc,1693553051.6795218,ewc,True,10000.0,512,0.735
4469,10,3,0.1,ewc,1693553051.6795218,ewc,True,10000.0,512,0.731
4470,10,4,0.1,ewc,1693553051.6795218,ewc,True,10000.0,512,0.746
4471,10,5,0.1,ewc,1693553051.6795218,ewc,True,10000.0,512,0.738
4472,10,6,0.1,ewc,1693553051.6795218,ewc,True,10000.0,512,0.75
4473,10,7,0.1,ewc,1693553051.6795218,ewc,True,10000.0,512,0.748
4474,10,8,0.1,ewc,1693553051.6795218,ewc,True,10000.0,512,0.749
4475,10,9,0.1,ewc,1693553051.6795218,ewc,True,10000.0,512,0.76
4476,10,10,0.775,ewc,1693553051.6795218,ewc,True,10000.0,512,0.762
4477,0,0,0.8375,ewc,1693553051.686031,ewc,True,10000.0,256,0.8327
4478,0,1,0.7929,ewc,1693553051.686031,ewc,True,10000.0,256,0.8301
4479,0,2,0.769,ewc,1693553051.686031,ewc,True,10000.0,256,0.828
4480,0,3,0.78,ewc,1693553051.686031,ewc,True,10000.0,256,0.8301
4481,0,4,0.7797,ewc,1693553051.686031,ewc,True,10000.0,256,0.8304
4482,0,5,0.7702,ewc,1693553051.686031,ewc,True,10000.0,256,0.83
4483,0,6,0.7778,ewc,1693553051.686031,ewc,True,10000.0,256,0.8318
4484,0,7,0.7703,ewc,1693553051.686031,ewc,True,10000.0,256,0.8306
4485,0,8,0.785,ewc,1693553051.686031,ewc,True,10000.0,256,0.8328
4486,0,9,0.7831,ewc,1693553051.686031,ewc,True,10000.0,256,0.8338
4487,0,10,0.7825,ewc,1693553051.686031,ewc,True,10000.0,256,0.832
4488,1,0,0.1,ewc,1693553051.686031,ewc,True,10000.0,256,0.626
4489,1,1,0.807,ewc,1693553051.686031,ewc,True,10000.0,256,0.806
4490,1,2,0.786,ewc,1693553051.686031,ewc,True,10000.0,256,0.803
4491,1,3,0.772,ewc,1693553051.686031,ewc,True,10000.0,256,0.787
4492,1,4,0.778,ewc,1693553051.686031,ewc,True,10000.0,256,0.806
4493,1,5,0.792,ewc,1693553051.686031,ewc,True,10000.0,256,0.805
4494,1,6,0.775,ewc,1693553051.686031,ewc,True,10000.0,256,0.809
4495,1,7,0.785,ewc,1693553051.686031,ewc,True,10000.0,256,0.801
4496,1,8,0.788,ewc,1693553051.686031,ewc,True,10000.0,256,0.802
4497,1,9,0.78,ewc,1693553051.686031,ewc,True,10000.0,256,0.804
4498,1,10,0.775,ewc,1693553051.686031,ewc,True,10000.0,256,0.805
4499,2,0,0.1,ewc,1693553051.686031,ewc,True,10000.0,256,0.597
4500,2,1,0.1,ewc,1693553051.686031,ewc,True,10000.0,256,0.662
4501,2,2,0.74,ewc,1693553051.686031,ewc,True,10000.0,256,0.734
4502,2,3,0.728,ewc,1693553051.686031,ewc,True,10000.0,256,0.72
4503,2,4,0.742,ewc,1693553051.686031,ewc,True,10000.0,256,0.726
4504,2,5,0.734,ewc,1693553051.686031,ewc,True,10000.0,256,0.728
4505,2,6,0.73,ewc,1693553051.686031,ewc,True,10000.0,256,0.729
4506,2,7,0.721,ewc,1693553051.686031,ewc,True,10000.0,256,0.731
4507,2,8,0.731,ewc,1693553051.686031,ewc,True,10000.0,256,0.734
4508,2,9,0.72,ewc,1693553051.686031,ewc,True,10000.0,256,0.725
4509,2,10,0.714,ewc,1693553051.686031,ewc,True,10000.0,256,0.735
4510,3,0,0.1,ewc,1693553051.686031,ewc,True,10000.0,256,0.627
4511,3,1,0.1,ewc,1693553051.686031,ewc,True,10000.0,256,0.674
4512,3,2,0.1,ewc,1693553051.686031,ewc,True,10000.0,256,0.693
4513,3,3,0.757,ewc,1693553051.686031,ewc,True,10000.0,256,0.76
4514,3,4,0.747,ewc,1693553051.686031,ewc,True,10000.0,256,0.728
4515,3,5,0.735,ewc,1693553051.686031,ewc,True,10000.0,256,0.73
4516,3,6,0.742,ewc,1693553051.686031,ewc,True,10000.0,256,0.73
4517,3,7,0.719,ewc,1693553051.686031,ewc,True,10000.0,256,0.731
4518,3,8,0.72,ewc,1693553051.686031,ewc,True,10000.0,256,0.73
4519,3,9,0.722,ewc,1693553051.686031,ewc,True,10000.0,256,0.739
4520,3,10,0.727,ewc,1693553051.686031,ewc,True,10000.0,256,0.744
4521,4,0,0.1,ewc,1693553051.686031,ewc,True,10000.0,256,0.589
4522,4,1,0.1,ewc,1693553051.686031,ewc,True,10000.0,256,0.635
4523,4,2,0.1,ewc,1693553051.686031,ewc,True,10000.0,256,0.667
4524,4,3,0.1,ewc,1693553051.686031,ewc,True,10000.0,256,0.674
4525,4,4,0.707,ewc,1693553051.686031,ewc,True,10000.0,256,0.703
4526,4,5,0.704,ewc,1693553051.686031,ewc,True,10000.0,256,0.682
4527,4,6,0.69,ewc,1693553051.686031,ewc,True,10000.0,256,0.696
4528,4,7,0.677,ewc,1693553051.686031,ewc,True,10000.0,256,0.697
4529,4,8,0.673,ewc,1693553051.686031,ewc,True,10000.0,256,0.706
4530,4,9,0.67,ewc,1693553051.686031,ewc,True,10000.0,256,0.707
4531,4,10,0.677,ewc,1693553051.686031,ewc,True,10000.0,256,0.707
4532,5,0,0.1,ewc,1693553051.686031,ewc,True,10000.0,256,0.653
4533,5,1,0.1,ewc,1693553051.686031,ewc,True,10000.0,256,0.7
4534,5,2,0.1,ewc,1693553051.686031,ewc,True,10000.0,256,0.714
4535,5,3,0.1,ewc,1693553051.686031,ewc,True,10000.0,256,0.706
4536,5,4,0.1,ewc,1693553051.686031,ewc,True,10000.0,256,0.733
4537,5,5,0.751,ewc,1693553051.686031,ewc,True,10000.0,256,0.723
4538,5,6,0.739,ewc,1693553051.686031,ewc,True,10000.0,256,0.719
4539,5,7,0.727,ewc,1693553051.686031,ewc,True,10000.0,256,0.726
4540,5,8,0.732,ewc,1693553051.686031,ewc,True,10000.0,256,0.727
4541,5,9,0.734,ewc,1693553051.686031,ewc,True,10000.0,256,0.735
4542,5,10,0.727,ewc,1693553051.686031,ewc,True,10000.0,256,0.726
4543,6,0,0.1,ewc,1693553051.686031,ewc,True,10000.0,256,0.592
4544,6,1,0.1,ewc,1693553051.686031,ewc,True,10000.0,256,0.691
4545,6,2,0.1,ewc,1693553051.686031,ewc,True,10000.0,256,0.693
4546,6,3,0.1,ewc,1693553051.686031,ewc,True,10000.0,256,0.704
4547,6,4,0.1,ewc,1693553051.686031,ewc,True,10000.0,256,0.707
4548,6,5,0.1,ewc,1693553051.686031,ewc,True,10000.0,256,0.707
4549,6,6,0.761,ewc,1693553051.686031,ewc,True,10000.0,256,0.732
4550,6,7,0.726,ewc,1693553051.686031,ewc,True,10000.0,256,0.707
4551,6,8,0.734,ewc,1693553051.686031,ewc,True,10000.0,256,0.715
4552,6,9,0.717,ewc,1693553051.686031,ewc,True,10000.0,256,0.711
4553,6,10,0.732,ewc,1693553051.686031,ewc,True,10000.0,256,0.72
4554,7,0,0.1,ewc,1693553051.686031,ewc,True,10000.0,256,0.543
4555,7,1,0.1,ewc,1693553051.686031,ewc,True,10000.0,256,0.615
4556,7,2,0.1,ewc,1693553051.686031,ewc,True,10000.0,256,0.637
4557,7,3,0.1,ewc,1693553051.686031,ewc,True,10000.0,256,0.656
4558,7,4,0.1,ewc,1693553051.686031,ewc,True,10000.0,256,0.651
4559,7,5,0.1,ewc,1693553051.686031,ewc,True,10000.0,256,0.661
4560,7,6,0.1,ewc,1693553051.686031,ewc,True,10000.0,256,0.668
4561,7,7,0.737,ewc,1693553051.686031,ewc,True,10000.0,256,0.712
4562,7,8,0.709,ewc,1693553051.686031,ewc,True,10000.0,256,0.69
4563,7,9,0.721,ewc,1693553051.686031,ewc,True,10000.0,256,0.693
4564,7,10,0.709,ewc,1693553051.686031,ewc,True,10000.0,256,0.687
4565,8,0,0.1,ewc,1693553051.686031,ewc,True,10000.0,256,0.705
4566,8,1,0.1,ewc,1693553051.686031,ewc,True,10000.0,256,0.771
4567,8,2,0.1,ewc,1693553051.686031,ewc,True,10000.0,256,0.793
4568,8,3,0.1,ewc,1693553051.686031,ewc,True,10000.0,256,0.793
4569,8,4,0.1,ewc,1693553051.686031,ewc,True,10000.0,256,0.789
4570,8,5,0.1,ewc,1693553051.686031,ewc,True,10000.0,256,0.798
4571,8,6,0.1,ewc,1693553051.686031,ewc,True,10000.0,256,0.795
4572,8,7,0.1,ewc,1693553051.686031,ewc,True,10000.0,256,0.807
4573,8,8,0.823,ewc,1693553051.686031,ewc,True,10000.0,256,0.823
4574,8,9,0.824,ewc,1693553051.686031,ewc,True,10000.0,256,0.818
4575,8,10,0.814,ewc,1693553051.686031,ewc,True,10000.0,256,0.815
4576,9,0,0.1,ewc,1693553051.686031,ewc,True,10000.0,256,0.537
4577,9,1,0.1,ewc,1693553051.686031,ewc,True,10000.0,256,0.629
4578,9,2,0.1,ewc,1693553051.686031,ewc,True,10000.0,256,0.635
4579,9,3,0.1,ewc,1693553051.686031,ewc,True,10000.0,256,0.64
4580,9,4,0.1,ewc,1693553051.686031,ewc,True,10000.0,256,0.646
4581,9,5,0.1,ewc,1693553051.686031,ewc,True,10000.0,256,0.648
4582,9,6,0.1,ewc,1693553051.686031,ewc,True,10000.0,256,0.637
4583,9,7,0.1,ewc,1693553051.686031,ewc,True,10000.0,256,0.64
4584,9,8,0.1,ewc,1693553051.686031,ewc,True,10000.0,256,0.654
4585,9,9,0.684,ewc,1693553051.686031,ewc,True,10000.0,256,0.671
4586,9,10,0.653,ewc,1693553051.686031,ewc,True,10000.0,256,0.667
4587,10,0,0.1,ewc,1693553051.686031,ewc,True,10000.0,256,0.643
4588,10,1,0.1,ewc,1693553051.686031,ewc,True,10000.0,256,0.694
4589,10,2,0.1,ewc,1693553051.686031,ewc,True,10000.0,256,0.706
4590,10,3,0.1,ewc,1693553051.686031,ewc,True,10000.0,256,0.734
4591,10,4,0.1,ewc,1693553051.686031,ewc,True,10000.0,256,0.722
4592,10,5,0.1,ewc,1693553051.686031,ewc,True,10000.0,256,0.723
4593,10,6,0.1,ewc,1693553051.686031,ewc,True,10000.0,256,0.716
4594,10,7,0.1,ewc,1693553051.686031,ewc,True,10000.0,256,0.715
4595,10,8,0.1,ewc,1693553051.686031,ewc,True,10000.0,256,0.719
4596,10,9,0.1,ewc,1693553051.686031,ewc,True,10000.0,256,0.714
4597,10,10,0.78,ewc,1693553051.686031,ewc,True,10000.0,256,0.753
4598,0,0,0.827,ewc,1693553073.3815541,ewc,True,10000.0,128,0.8244
4599,0,1,0.6807,ewc,1693553073.3815541,ewc,True,10000.0,128,0.8067
4600,0,2,0.6712,ewc,1693553073.3815541,ewc,True,10000.0,128,0.8068
4601,0,3,0.6897,ewc,1693553073.3815541,ewc,True,10000.0,128,0.8121
4602,0,4,0.6831,ewc,1693553073.3815541,ewc,True,10000.0,128,0.81
4603,0,5,0.6816,ewc,1693553073.3815541,ewc,True,10000.0,128,0.81
4604,0,6,0.6677,ewc,1693553073.3815541,ewc,True,10000.0,128,0.8101
4605,0,7,0.6391,ewc,1693553073.3815541,ewc,True,10000.0,128,0.8096
4606,0,8,0.6464,ewc,1693553073.3815541,ewc,True,10000.0,128,0.8084
4607,0,9,0.6479,ewc,1693553073.3815541,ewc,True,10000.0,128,0.8116
4608,0,10,0.6447,ewc,1693553073.3815541,ewc,True,10000.0,128,0.8112
4609,1,0,0.1,ewc,1693553073.3815541,ewc,True,10000.0,128,0.565
4610,1,1,0.81,ewc,1693553073.3815541,ewc,True,10000.0,128,0.791
4611,1,2,0.786,ewc,1693553073.3815541,ewc,True,10000.0,128,0.792
4612,1,3,0.777,ewc,1693553073.3815541,ewc,True,10000.0,128,0.785
4613,1,4,0.767,ewc,1693553073.3815541,ewc,True,10000.0,128,0.794
4614,1,5,0.765,ewc,1693553073.3815541,ewc,True,10000.0,128,0.792
4615,1,6,0.725,ewc,1693553073.3815541,ewc,True,10000.0,128,0.794
4616,1,7,0.724,ewc,1693553073.3815541,ewc,True,10000.0,128,0.798
4617,1,8,0.738,ewc,1693553073.3815541,ewc,True,10000.0,128,0.798
4618,1,9,0.732,ewc,1693553073.3815541,ewc,True,10000.0,128,0.801
4619,1,10,0.731,ewc,1693553073.3815541,ewc,True,10000.0,128,0.796
4620,2,0,0.1,ewc,1693553073.3815541,ewc,True,10000.0,128,0.484
4621,2,1,0.1,ewc,1693553073.3815541,ewc,True,10000.0,128,0.6
4622,2,2,0.729,ewc,1693553073.3815541,ewc,True,10000.0,128,0.712
4623,2,3,0.698,ewc,1693553073.3815541,ewc,True,10000.0,128,0.71
4624,2,4,0.717,ewc,1693553073.3815541,ewc,True,10000.0,128,0.709
4625,2,5,0.713,ewc,1693553073.3815541,ewc,True,10000.0,128,0.718
4626,2,6,0.676,ewc,1693553073.3815541,ewc,True,10000.0,128,0.714
4627,2,7,0.694,ewc,1693553073.3815541,ewc,True,10000.0,128,0.709
4628,2,8,0.699,ewc,1693553073.3815541,ewc,True,10000.0,128,0.708
4629,2,9,0.713,ewc,1693553073.3815541,ewc,True,10000.0,128,0.712
4630,2,10,0.706,ewc,1693553073.3815541,ewc,True,10000.0,128,0.709
4631,3,0,0.1,ewc,1693553073.3815541,ewc,True,10000.0,128,0.584
4632,3,1,0.1,ewc,1693553073.3815541,ewc,True,10000.0,128,0.631
4633,3,2,0.1,ewc,1693553073.3815541,ewc,True,10000.0,128,0.655
4634,3,3,0.74,ewc,1693553073.3815541,ewc,True,10000.0,128,0.728
4635,3,4,0.74,ewc,1693553073.3815541,ewc,True,10000.0,128,0.721
4636,3,5,0.735,ewc,1693553073.3815541,ewc,True,10000.0,128,0.721
4637,3,6,0.655,ewc,1693553073.3815541,ewc,True,10000.0,128,0.725
4638,3,7,0.652,ewc,1693553073.3815541,ewc,True,10000.0,128,0.717
4639,3,8,0.664,ewc,1693553073.3815541,ewc,True,10000.0,128,0.73
4640,3,9,0.662,ewc,1693553073.3815541,ewc,True,10000.0,128,0.722
4641,3,10,0.66,ewc,1693553073.3815541,ewc,True,10000.0,128,0.722
4642,4,0,0.1,ewc,1693553073.3815541,ewc,True,10000.0,128,0.504
4643,4,1,0.1,ewc,1693553073.3815541,ewc,True,10000.0,128,0.579
4644,4,2,0.1,ewc,1693553073.3815541,ewc,True,10000.0,128,0.616
4645,4,3,0.1,ewc,1693553073.3815541,ewc,True,10000.0,128,0.629
4646,4,4,0.666,ewc,1693553073.3815541,ewc,True,10000.0,128,0.647
4647,4,5,0.641,ewc,1693553073.3815541,ewc,True,10000.0,128,0.637
4648,4,6,0.534,ewc,1693553073.3815541,ewc,True,10000.0,128,0.634
4649,4,7,0.511,ewc,1693553073.3815541,ewc,True,10000.0,128,0.645
4650,4,8,0.517,ewc,1693553073.3815541,ewc,True,10000.0,128,0.638
4651,4,9,0.518,ewc,1693553073.3815541,ewc,True,10000.0,128,0.636
4652,4,10,0.525,ewc,1693553073.3815541,ewc,True,10000.0,128,0.634
4653,5,0,0.1,ewc,1693553073.3815541,ewc,True,10000.0,128,0.573
4654,5,1,0.1,ewc,1693553073.3815541,ewc,True,10000.0,128,0.669
4655,5,2,0.1,ewc,1693553073.3815541,ewc,True,10000.0,128,0.69
4656,5,3,0.1,ewc,1693553073.3815541,ewc,True,10000.0,128,0.686
4657,5,4,0.1,ewc,1693553073.3815541,ewc,True,10000.0,128,0.688
4658,5,5,0.761,ewc,1693553073.3815541,ewc,True,10000.0,128,0.762
4659,5,6,0.709,ewc,1693553073.3815541,ewc,True,10000.0,128,0.748
4660,5,7,0.702,ewc,1693553073.3815541,ewc,True,10000.0,128,0.747
4661,5,8,0.709,ewc,1693553073.3815541,ewc,True,10000.0,128,0.752
4662,5,9,0.687,ewc,1693553073.3815541,ewc,True,10000.0,128,0.751
4663,5,10,0.7,ewc,1693553073.3815541,ewc,True,10000.0,128,0.755
4664,6,0,0.1,ewc,1693553073.3815541,ewc,True,10000.0,128,0.475
4665,6,1,0.1,ewc,1693553073.3815541,ewc,True,10000.0,128,0.598
4666,6,2,0.1,ewc,1693553073.3815541,ewc,True,10000.0,128,0.623
4667,6,3,0.1,ewc,1693553073.3815541,ewc,True,10000.0,128,0.633
4668,6,4,0.1,ewc,1693553073.3815541,ewc,True,10000.0,128,0.628
4669,6,5,0.1,ewc,1693553073.3815541,ewc,True,10000.0,128,0.635
4670,6,6,0.719,ewc,1693553073.3815541,ewc,True,10000.0,128,0.687
4671,6,7,0.677,ewc,1693553073.3815541,ewc,True,10000.0,128,0.673
4672,6,8,0.684,ewc,1693553073.3815541,ewc,True,10000.0,128,0.688
4673,6,9,0.68,ewc,1693553073.3815541,ewc,True,10000.0,128,0.687
4674,6,10,0.687,ewc,1693553073.3815541,ewc,True,10000.0,128,0.684
4675,7,0,0.1,ewc,1693553073.3815541,ewc,True,10000.0,128,0.433
4676,7,1,0.1,ewc,1693553073.3815541,ewc,True,10000.0,128,0.552
4677,7,2,0.1,ewc,1693553073.3815541,ewc,True,10000.0,128,0.591
4678,7,3,0.1,ewc,1693553073.3815541,ewc,True,10000.0,128,0.611
4679,7,4,0.1,ewc,1693553073.3815541,ewc,True,10000.0,128,0.609
4680,7,5,0.1,ewc,1693553073.3815541,ewc,True,10000.0,128,0.603
4681,7,6,0.1,ewc,1693553073.3815541,ewc,True,10000.0,128,0.614
4682,7,7,0.667,ewc,1693553073.3815541,ewc,True,10000.0,128,0.659
4683,7,8,0.66,ewc,1693553073.3815541,ewc,True,10000.0,128,0.643
4684,7,9,0.661,ewc,1693553073.3815541,ewc,True,10000.0,128,0.642
4685,7,10,0.659,ewc,1693553073.3815541,ewc,True,10000.0,128,0.64
4686,8,0,0.1,ewc,1693553073.3815541,ewc,True,10000.0,128,0.585
4687,8,1,0.1,ewc,1693553073.3815541,ewc,True,10000.0,128,0.721
4688,8,2,0.1,ewc,1693553073.3815541,ewc,True,10000.0,128,0.741
4689,8,3,0.1,ewc,1693553073.3815541,ewc,True,10000.0,128,0.747
4690,8,4,0.1,ewc,1693553073.3815541,ewc,True,10000.0,128,0.753
4691,8,5,0.1,ewc,1693553073.3815541,ewc,True,10000.0,128,0.759
4692,8,6,0.1,ewc,1693553073.3815541,ewc,True,10000.0,128,0.756
4693,8,7,0.1,ewc,1693553073.3815541,ewc,True,10000.0,128,0.752
4694,8,8,0.783,ewc,1693553073.3815541,ewc,True,10000.0,128,0.769
4695,8,9,0.768,ewc,1693553073.3815541,ewc,True,10000.0,128,0.759
4696,8,10,0.769,ewc,1693553073.3815541,ewc,True,10000.0,128,0.756
4697,9,0,0.1,ewc,1693553073.3815541,ewc,True,10000.0,128,0.439
4698,9,1,0.1,ewc,1693553073.3815541,ewc,True,10000.0,128,0.531
4699,9,2,0.1,ewc,1693553073.3815541,ewc,True,10000.0,128,0.579
4700,9,3,0.1,ewc,1693553073.3815541,ewc,True,10000.0,128,0.609
4701,9,4,0.1,ewc,1693553073.3815541,ewc,True,10000.0,128,0.605
4702,9,5,0.1,ewc,1693553073.3815541,ewc,True,10000.0,128,0.605
4703,9,6,0.1,ewc,1693553073.3815541,ewc,True,10000.0,128,0.608
4704,9,7,0.1,ewc,1693553073.3815541,ewc,True,10000.0,128,0.606
4705,9,8,0.1,ewc,1693553073.3815541,ewc,True,10000.0,128,0.61
4706,9,9,0.627,ewc,1693553073.3815541,ewc,True,10000.0,128,0.629
4707,9,10,0.623,ewc,1693553073.3815541,ewc,True,10000.0,128,0.606
4708,10,0,0.1,ewc,1693553073.3815541,ewc,True,10000.0,128,0.546
4709,10,1,0.1,ewc,1693553073.3815541,ewc,True,10000.0,128,0.645
4710,10,2,0.1,ewc,1693553073.3815541,ewc,True,10000.0,128,0.692
4711,10,3,0.1,ewc,1693553073.3815541,ewc,True,10000.0,128,0.692
4712,10,4,0.1,ewc,1693553073.3815541,ewc,True,10000.0,128,0.699
4713,10,5,0.1,ewc,1693553073.3815541,ewc,True,10000.0,128,0.706
4714,10,6,0.1,ewc,1693553073.3815541,ewc,True,10000.0,128,0.709
4715,10,7,0.1,ewc,1693553073.3815541,ewc,True,10000.0,128,0.703
4716,10,8,0.1,ewc,1693553073.3815541,ewc,True,10000.0,128,0.7
4717,10,9,0.1,ewc,1693553073.3815541,ewc,True,10000.0,128,0.695
4718,10,10,0.722,ewc,1693553073.3815541,ewc,True,10000.0,128,0.717
4719,0,0,0.8308,ewc,1693553248.0243435,ewc,True,100000.0,512,0.8305
4720,0,1,0.7578,ewc,1693553248.0243435,ewc,True,100000.0,512,0.8269
4721,0,2,0.7459,ewc,1693553248.0243435,ewc,True,100000.0,512,0.8266
4722,0,3,0.756,ewc,1693553248.0243435,ewc,True,100000.0,512,0.8262
4723,0,4,0.7527,ewc,1693553248.0243435,ewc,True,100000.0,512,0.8278
4724,0,5,0.755,ewc,1693553248.0243435,ewc,True,100000.0,512,0.8285
4725,0,6,0.7495,ewc,1693553248.0243435,ewc,True,100000.0,512,0.8287
4726,0,7,0.7495,ewc,1693553248.0243435,ewc,True,100000.0,512,0.8296
4727,0,8,0.7488,ewc,1693553248.0243435,ewc,True,100000.0,512,0.8282
4728,0,9,0.7531,ewc,1693553248.0243435,ewc,True,100000.0,512,0.8276
