index,task,phase,cl_result,run,tstamp,algorithm,manager,replay_mem_size,dense_size,ridge_result
1159,6,4,0.1,replay,1695891217.060102,replay,True,50000,128,0.682
1160,6,5,0.1,replay,1695891217.060102,replay,True,50000,128,0.703
1161,6,6,0.873,replay,1695891217.060102,replay,True,50000,128,0.863
1162,6,7,0.836,replay,1695891217.060102,replay,True,50000,128,0.829
1163,6,8,0.837,replay,1695891217.060102,replay,True,50000,128,0.843
1164,6,9,0.85,replay,1695891217.060102,replay,True,50000,128,0.836
1165,6,10,0.852,replay,1695891217.060102,replay,True,50000,128,0.848
1166,7,0,0.1,replay,1695891217.060102,replay,True,50000,128,0.434
1167,7,1,0.1,replay,1695891217.060102,replay,True,50000,128,0.505
1168,7,2,0.1,replay,1695891217.060102,replay,True,50000,128,0.566
1169,7,3,0.1,replay,1695891217.060102,replay,True,50000,128,0.6
1170,7,4,0.1,replay,1695891217.060102,replay,True,50000,128,0.635
1171,7,5,0.1,replay,1695891217.060102,replay,True,50000,128,0.651
1172,7,6,0.1,replay,1695891217.060102,replay,True,50000,128,0.653
1173,7,7,0.789,replay,1695891217.060102,replay,True,50000,128,0.785
1174,7,8,0.767,replay,1695891217.060102,replay,True,50000,128,0.763
1175,7,9,0.76,replay,1695891217.060102,replay,True,50000,128,0.778
1176,7,10,0.771,replay,1695891217.060102,replay,True,50000,128,0.767
1177,8,0,0.1,replay,1695891217.060102,replay,True,50000,128,0.567
1178,8,1,0.1,replay,1695891217.060102,replay,True,50000,128,0.7
1179,8,2,0.1,replay,1695891217.060102,replay,True,50000,128,0.742
1180,8,3,0.1,replay,1695891217.060102,replay,True,50000,128,0.775
1181,8,4,0.1,replay,1695891217.060102,replay,True,50000,128,0.778
1182,8,5,0.1,replay,1695891217.060102,replay,True,50000,128,0.789
1183,8,6,0.1,replay,1695891217.060102,replay,True,50000,128,0.804
1184,8,7,0.1,replay,1695891217.060102,replay,True,50000,128,0.797
1185,8,8,0.891,replay,1695891217.060102,replay,True,50000,128,0.885
1186,8,9,0.863,replay,1695891217.060102,replay,True,50000,128,0.857
1187,8,10,0.868,replay,1695891217.060102,replay,True,50000,128,0.852
1188,9,0,0.1,replay,1695891217.060102,replay,True,50000,128,0.44
1189,9,1,0.1,replay,1695891217.060102,replay,True,50000,128,0.521
1190,9,2,0.1,replay,1695891217.060102,replay,True,50000,128,0.598
1191,9,3,0.1,replay,1695891217.060102,replay,True,50000,128,0.609
1192,9,4,0.1,replay,1695891217.060102,replay,True,50000,128,0.638
1193,9,5,0.1,replay,1695891217.060102,replay,True,50000,128,0.651
1194,9,6,0.1,replay,1695891217.060102,replay,True,50000,128,0.661
1195,9,7,0.1,replay,1695891217.060102,replay,True,50000,128,0.681
1196,9,8,0.1,replay,1695891217.060102,replay,True,50000,128,0.676
1197,9,9,0.81,replay,1695891217.060102,replay,True,50000,128,0.806
1198,9,10,0.781,replay,1695891217.060102,replay,True,50000,128,0.768
1199,10,0,0.1,replay,1695891217.060102,replay,True,50000,128,0.526
1200,10,1,0.1,replay,1695891217.060102,replay,True,50000,128,0.586
1201,10,2,0.1,replay,1695891217.060102,replay,True,50000,128,0.684
1202,10,3,0.1,replay,1695891217.060102,replay,True,50000,128,0.696
1203,10,4,0.1,replay,1695891217.060102,replay,True,50000,128,0.69
1204,10,5,0.1,replay,1695891217.060102,replay,True,50000,128,0.706
1205,10,6,0.1,replay,1695891217.060102,replay,True,50000,128,0.725
1206,10,7,0.1,replay,1695891217.060102,replay,True,50000,128,0.722
1207,10,8,0.1,replay,1695891217.060102,replay,True,50000,128,0.737
1208,10,9,0.1,replay,1695891217.060102,replay,True,50000,128,0.755
1209,10,10,0.835,replay,1695891217.060102,replay,True,50000,128,0.818
1210,0,0,0.827,replay,1695891682.7146778,replay,True,60000,128,0.8253
1211,0,1,0.8221,replay,1695891682.7146778,replay,True,60000,128,0.8174
1212,0,2,0.8201,replay,1695891682.7146778,replay,True,60000,128,0.8112
1213,0,3,0.8114,replay,1695891682.7146778,replay,True,60000,128,0.8049
1214,0,4,0.8017,replay,1695891682.7146778,replay,True,60000,128,0.7976
1215,0,5,0.8018,replay,1695891682.7146778,replay,True,60000,128,0.7921
1216,0,6,0.7881,replay,1695891682.7146778,replay,True,60000,128,0.786
1217,0,7,0.7853,replay,1695891682.7146778,replay,True,60000,128,0.7829
1218,0,8,0.7728,replay,1695891682.7146778,replay,True,60000,128,0.7754
1219,0,9,0.7707,replay,1695891682.7146778,replay,True,60000,128,0.7682
1220,0,10,0.767,replay,1695891682.7146778,replay,True,60000,128,0.7594
1221,1,0,0.1,replay,1695891682.7146778,replay,True,60000,128,0.573
1222,1,1,0.828,replay,1695891682.7146778,replay,True,60000,128,0.827
1223,1,2,0.794,replay,1695891682.7146778,replay,True,60000,128,0.795
1224,1,3,0.814,replay,1695891682.7146778,replay,True,60000,128,0.809
1225,1,4,0.804,replay,1695891682.7146778,replay,True,60000,128,0.813
1226,1,5,0.81,replay,1695891682.7146778,replay,True,60000,128,0.806
1227,1,6,0.82,replay,1695891682.7146778,replay,True,60000,128,0.812
1228,1,7,0.823,replay,1695891682.7146778,replay,True,60000,128,0.826
1229,1,8,0.822,replay,1695891682.7146778,replay,True,60000,128,0.818
1230,1,9,0.827,replay,1695891682.7146778,replay,True,60000,128,0.817
1231,1,10,0.815,replay,1695891682.7146778,replay,True,60000,128,0.82
1232,2,0,0.1,replay,1695891682.7146778,replay,True,60000,128,0.513
1233,2,1,0.1,replay,1695891682.7146778,replay,True,60000,128,0.586
1234,2,2,0.784,replay,1695891682.7146778,replay,True,60000,128,0.787
1235,2,3,0.776,replay,1695891682.7146778,replay,True,60000,128,0.774
1236,2,4,0.773,replay,1695891682.7146778,replay,True,60000,128,0.77
1237,2,5,0.766,replay,1695891682.7146778,replay,True,60000,128,0.767
1238,2,6,0.774,replay,1695891682.7146778,replay,True,60000,128,0.774
1239,2,7,0.785,replay,1695891682.7146778,replay,True,60000,128,0.784
1240,2,8,0.774,replay,1695891682.7146778,replay,True,60000,128,0.766
1241,2,9,0.781,replay,1695891682.7146778,replay,True,60000,128,0.772
1242,2,10,0.76,replay,1695891682.7146778,replay,True,60000,128,0.768
1243,3,0,0.1,replay,1695891682.7146778,replay,True,60000,128,0.558
1244,3,1,0.1,replay,1695891682.7146778,replay,True,60000,128,0.616
1245,3,2,0.1,replay,1695891682.7146778,replay,True,60000,128,0.652
1246,3,3,0.824,replay,1695891682.7146778,replay,True,60000,128,0.816
1247,3,4,0.803,replay,1695891682.7146778,replay,True,60000,128,0.8
1248,3,5,0.796,replay,1695891682.7146778,replay,True,60000,128,0.787
1249,3,6,0.804,replay,1695891682.7146778,replay,True,60000,128,0.791
1250,3,7,0.801,replay,1695891682.7146778,replay,True,60000,128,0.803
1251,3,8,0.811,replay,1695891682.7146778,replay,True,60000,128,0.803
1252,3,9,0.795,replay,1695891682.7146778,replay,True,60000,128,0.802
1253,3,10,0.813,replay,1695891682.7146778,replay,True,60000,128,0.817
1254,4,0,0.1,replay,1695891682.7146778,replay,True,60000,128,0.514
1255,4,1,0.1,replay,1695891682.7146778,replay,True,60000,128,0.538
1256,4,2,0.1,replay,1695891682.7146778,replay,True,60000,128,0.62
1257,4,3,0.1,replay,1695891682.7146778,replay,True,60000,128,0.663
1258,4,4,0.793,replay,1695891682.7146778,replay,True,60000,128,0.796
1259,4,5,0.772,replay,1695891682.7146778,replay,True,60000,128,0.773
1260,4,6,0.778,replay,1695891682.7146778,replay,True,60000,128,0.769
1261,4,7,0.774,replay,1695891682.7146778,replay,True,60000,128,0.753
1262,4,8,0.772,replay,1695891682.7146778,replay,True,60000,128,0.756
1263,4,9,0.786,replay,1695891682.7146778,replay,True,60000,128,0.769
1264,4,10,0.784,replay,1695891682.7146778,replay,True,60000,128,0.775
1265,5,0,0.1,replay,1695891682.7146778,replay,True,60000,128,0.527
1266,5,1,0.1,replay,1695891682.7146778,replay,True,60000,128,0.638
1267,5,2,0.1,replay,1695891682.7146778,replay,True,60000,128,0.682
1268,5,3,0.1,replay,1695891682.7146778,replay,True,60000,128,0.681
1269,5,4,0.1,replay,1695891682.7146778,replay,True,60000,128,0.703
1270,5,5,0.809,replay,1695891682.7146778,replay,True,60000,128,0.814
1271,5,6,0.808,replay,1695891682.7146778,replay,True,60000,128,0.813
1272,5,7,0.799,replay,1695891682.7146778,replay,True,60000,128,0.804
1273,5,8,0.803,replay,1695891682.7146778,replay,True,60000,128,0.802
1274,5,9,0.807,replay,1695891682.7146778,replay,True,60000,128,0.79
1275,5,10,0.81,replay,1695891682.7146778,replay,True,60000,128,0.804
1276,6,0,0.1,replay,1695891682.7146778,replay,True,60000,128,0.453
1277,6,1,0.1,replay,1695891682.7146778,replay,True,60000,128,0.586
1278,6,2,0.1,replay,1695891682.7146778,replay,True,60000,128,0.628
1279,6,3,0.1,replay,1695891682.7146778,replay,True,60000,128,0.645
1280,6,4,0.1,replay,1695891682.7146778,replay,True,60000,128,0.687
1281,6,5,0.1,replay,1695891682.7146778,replay,True,60000,128,0.685
1282,6,6,0.863,replay,1695891682.7146778,replay,True,60000,128,0.852
1283,6,7,0.818,replay,1695891682.7146778,replay,True,60000,128,0.814
1284,6,8,0.839,replay,1695891682.7146778,replay,True,60000,128,0.82
1285,6,9,0.832,replay,1695891682.7146778,replay,True,60000,128,0.823
1286,6,10,0.834,replay,1695891682.7146778,replay,True,60000,128,0.822
1287,7,0,0.1,replay,1695891682.7146778,replay,True,60000,128,0.414
1288,7,1,0.1,replay,1695891682.7146778,replay,True,60000,128,0.489
1289,7,2,0.1,replay,1695891682.7146778,replay,True,60000,128,0.557
1290,7,3,0.1,replay,1695891682.7146778,replay,True,60000,128,0.619
1291,7,4,0.1,replay,1695891682.7146778,replay,True,60000,128,0.613
1292,7,5,0.1,replay,1695891682.7146778,replay,True,60000,128,0.638
1293,7,6,0.1,replay,1695891682.7146778,replay,True,60000,128,0.634
1294,7,7,0.797,replay,1695891682.7146778,replay,True,60000,128,0.795
1295,7,8,0.768,replay,1695891682.7146778,replay,True,60000,128,0.765
1296,7,9,0.768,replay,1695891682.7146778,replay,True,60000,128,0.769
1297,7,10,0.789,replay,1695891682.7146778,replay,True,60000,128,0.765
1298,8,0,0.1,replay,1695891682.7146778,replay,True,60000,128,0.574
1299,8,1,0.1,replay,1695891682.7146778,replay,True,60000,128,0.698
1300,8,2,0.1,replay,1695891682.7146778,replay,True,60000,128,0.736
1301,8,3,0.1,replay,1695891682.7146778,replay,True,60000,128,0.757
1302,8,4,0.1,replay,1695891682.7146778,replay,True,60000,128,0.774
1303,8,5,0.1,replay,1695891682.7146778,replay,True,60000,128,0.787
1304,8,6,0.1,replay,1695891682.7146778,replay,True,60000,128,0.796
1305,8,7,0.1,replay,1695891682.7146778,replay,True,60000,128,0.799
1306,8,8,0.877,replay,1695891682.7146778,replay,True,60000,128,0.877
1307,8,9,0.86,replay,1695891682.7146778,replay,True,60000,128,0.855
1308,8,10,0.845,replay,1695891682.7146778,replay,True,60000,128,0.855
1309,9,0,0.1,replay,1695891682.7146778,replay,True,60000,128,0.433
1310,9,1,0.1,replay,1695891682.7146778,replay,True,60000,128,0.513
1311,9,2,0.1,replay,1695891682.7146778,replay,True,60000,128,0.589
1312,9,3,0.1,replay,1695891682.7146778,replay,True,60000,128,0.605
1313,9,4,0.1,replay,1695891682.7146778,replay,True,60000,128,0.61
1314,9,5,0.1,replay,1695891682.7146778,replay,True,60000,128,0.623
1315,9,6,0.1,replay,1695891682.7146778,replay,True,60000,128,0.661
1316,9,7,0.1,replay,1695891682.7146778,replay,True,60000,128,0.663
1317,9,8,0.1,replay,1695891682.7146778,replay,True,60000,128,0.673
1318,9,9,0.822,replay,1695891682.7146778,replay,True,60000,128,0.818
1319,9,10,0.776,replay,1695891682.7146778,replay,True,60000,128,0.774
1320,10,0,0.1,replay,1695891682.7146778,replay,True,60000,128,0.528
1321,10,1,0.1,replay,1695891682.7146778,replay,True,60000,128,0.597
1322,10,2,0.1,replay,1695891682.7146778,replay,True,60000,128,0.694
1323,10,3,0.1,replay,1695891682.7146778,replay,True,60000,128,0.681
1324,10,4,0.1,replay,1695891682.7146778,replay,True,60000,128,0.704
1325,10,5,0.1,replay,1695891682.7146778,replay,True,60000,128,0.704
1326,10,6,0.1,replay,1695891682.7146778,replay,True,60000,128,0.7
1327,10,7,0.1,replay,1695891682.7146778,replay,True,60000,128,0.706
1328,10,8,0.1,replay,1695891682.7146778,replay,True,60000,128,0.729
1329,10,9,0.1,replay,1695891682.7146778,replay,True,60000,128,0.734
1330,10,10,0.823,replay,1695891682.7146778,replay,True,60000,128,0.82
1331,0,0,0.827,replay,1695892000.5854206,replay,True,100000,128,0.8251
1332,0,1,0.8221,replay,1695892000.5854206,replay,True,100000,128,0.8168
1333,0,2,0.82,replay,1695892000.5854206,replay,True,100000,128,0.813
1334,0,3,0.8186,replay,1695892000.5854206,replay,True,100000,128,0.8102
1335,0,4,0.8153,replay,1695892000.5854206,replay,True,100000,128,0.8068
1336,0,5,0.8156,replay,1695892000.5854206,replay,True,100000,128,0.8078
1337,0,6,0.8071,replay,1695892000.5854206,replay,True,100000,128,0.802
1338,0,7,0.7984,replay,1695892000.5854206,replay,True,100000,128,0.7967
1339,0,8,0.7945,replay,1695892000.5854206,replay,True,100000,128,0.7882
1340,0,9,0.7921,replay,1695892000.5854206,replay,True,100000,128,0.7855
1341,0,10,0.7872,replay,1695892000.5854206,replay,True,100000,128,0.7837
1342,1,0,0.1,replay,1695892000.5854206,replay,True,100000,128,0.579
1343,1,1,0.828,replay,1695892000.5854206,replay,True,100000,128,0.828
1344,1,2,0.79,replay,1695892000.5854206,replay,True,100000,128,0.779
1345,1,3,0.801,replay,1695892000.5854206,replay,True,100000,128,0.785
1346,1,4,0.792,replay,1695892000.5854206,replay,True,100000,128,0.804
1347,1,5,0.796,replay,1695892000.5854206,replay,True,100000,128,0.816
1348,1,6,0.803,replay,1695892000.5854206,replay,True,100000,128,0.81
1349,1,7,0.811,replay,1695892000.5854206,replay,True,100000,128,0.809
1350,1,8,0.828,replay,1695892000.5854206,replay,True,100000,128,0.816
1351,1,9,0.813,replay,1695892000.5854206,replay,True,100000,128,0.814
1352,1,10,0.822,replay,1695892000.5854206,replay,True,100000,128,0.815
1353,2,0,0.1,replay,1695892000.5854206,replay,True,100000,128,0.505
1354,2,1,0.1,replay,1695892000.5854206,replay,True,100000,128,0.593
1355,2,2,0.787,replay,1695892000.5854206,replay,True,100000,128,0.795
1356,2,3,0.757,replay,1695892000.5854206,replay,True,100000,128,0.777
1357,2,4,0.755,replay,1695892000.5854206,replay,True,100000,128,0.766
1358,2,5,0.764,replay,1695892000.5854206,replay,True,100000,128,0.761
1359,2,6,0.77,replay,1695892000.5854206,replay,True,100000,128,0.772
1360,2,7,0.772,replay,1695892000.5854206,replay,True,100000,128,0.778
1361,2,8,0.781,replay,1695892000.5854206,replay,True,100000,128,0.78
1362,2,9,0.765,replay,1695892000.5854206,replay,True,100000,128,0.775
1363,2,10,0.79,replay,1695892000.5854206,replay,True,100000,128,0.777
1364,3,0,0.1,replay,1695892000.5854206,replay,True,100000,128,0.576
1365,3,1,0.1,replay,1695892000.5854206,replay,True,100000,128,0.613
1366,3,2,0.1,replay,1695892000.5854206,replay,True,100000,128,0.66
1367,3,3,0.833,replay,1695892000.5854206,replay,True,100000,128,0.82
1368,3,4,0.794,replay,1695892000.5854206,replay,True,100000,128,0.795
1369,3,5,0.802,replay,1695892000.5854206,replay,True,100000,128,0.807
1370,3,6,0.802,replay,1695892000.5854206,replay,True,100000,128,0.81
1371,3,7,0.795,replay,1695892000.5854206,replay,True,100000,128,0.805
1372,3,8,0.79,replay,1695892000.5854206,replay,True,100000,128,0.809
1373,3,9,0.79,replay,1695892000.5854206,replay,True,100000,128,0.814
1374,3,10,0.803,replay,1695892000.5854206,replay,True,100000,128,0.817
1375,4,0,0.1,replay,1695892000.5854206,replay,True,100000,128,0.508
1376,4,1,0.1,replay,1695892000.5854206,replay,True,100000,128,0.529
1377,4,2,0.1,replay,1695892000.5854206,replay,True,100000,128,0.626
1378,4,3,0.1,replay,1695892000.5854206,replay,True,100000,128,0.65
1379,4,4,0.819,replay,1695892000.5854206,replay,True,100000,128,0.81
1380,4,5,0.767,replay,1695892000.5854206,replay,True,100000,128,0.757
1381,4,6,0.773,replay,1695892000.5854206,replay,True,100000,128,0.753
1382,4,7,0.78,replay,1695892000.5854206,replay,True,100000,128,0.755
1383,4,8,0.78,replay,1695892000.5854206,replay,True,100000,128,0.76
1384,4,9,0.779,replay,1695892000.5854206,replay,True,100000,128,0.776
1385,4,10,0.804,replay,1695892000.5854206,replay,True,100000,128,0.782
1386,5,0,0.1,replay,1695892000.5854206,replay,True,100000,128,0.524
1387,5,1,0.1,replay,1695892000.5854206,replay,True,100000,128,0.643
1388,5,2,0.1,replay,1695892000.5854206,replay,True,100000,128,0.671
1389,5,3,0.1,replay,1695892000.5854206,replay,True,100000,128,0.694
1390,5,4,0.1,replay,1695892000.5854206,replay,True,100000,128,0.686
1391,5,5,0.817,replay,1695892000.5854206,replay,True,100000,128,0.817
1392,5,6,0.82,replay,1695892000.5854206,replay,True,100000,128,0.812
1393,5,7,0.831,replay,1695892000.5854206,replay,True,100000,128,0.805
1394,5,8,0.81,replay,1695892000.5854206,replay,True,100000,128,0.816
1395,5,9,0.814,replay,1695892000.5854206,replay,True,100000,128,0.815
1396,5,10,0.811,replay,1695892000.5854206,replay,True,100000,128,0.811
1397,6,0,0.1,replay,1695892000.5854206,replay,True,100000,128,0.474
1398,6,1,0.1,replay,1695892000.5854206,replay,True,100000,128,0.595
1399,6,2,0.1,replay,1695892000.5854206,replay,True,100000,128,0.639
1400,6,3,0.1,replay,1695892000.5854206,replay,True,100000,128,0.675
1401,6,4,0.1,replay,1695892000.5854206,replay,True,100000,128,0.666
1402,6,5,0.1,replay,1695892000.5854206,replay,True,100000,128,0.701
1403,6,6,0.856,replay,1695892000.5854206,replay,True,100000,128,0.85
1404,6,7,0.837,replay,1695892000.5854206,replay,True,100000,128,0.83
1405,6,8,0.819,replay,1695892000.5854206,replay,True,100000,128,0.821
1406,6,9,0.832,replay,1695892000.5854206,replay,True,100000,128,0.823
1407,6,10,0.827,replay,1695892000.5854206,replay,True,100000,128,0.828
1408,7,0,0.1,replay,1695892000.5854206,replay,True,100000,128,0.435
1409,7,1,0.1,replay,1695892000.5854206,replay,True,100000,128,0.514
1410,7,2,0.1,replay,1695892000.5854206,replay,True,100000,128,0.582
1411,7,3,0.1,replay,1695892000.5854206,replay,True,100000,128,0.609
1412,7,4,0.1,replay,1695892000.5854206,replay,True,100000,128,0.643
1413,7,5,0.1,replay,1695892000.5854206,replay,True,100000,128,0.664
1414,7,6,0.1,replay,1695892000.5854206,replay,True,100000,128,0.68
1415,7,7,0.81,replay,1695892000.5854206,replay,True,100000,128,0.802
1416,7,8,0.772,replay,1695892000.5854206,replay,True,100000,128,0.773
1417,7,9,0.765,replay,1695892000.5854206,replay,True,100000,128,0.78
1418,7,10,0.773,replay,1695892000.5854206,replay,True,100000,128,0.756
1419,8,0,0.1,replay,1695892000.5854206,replay,True,100000,128,0.573
1420,8,1,0.1,replay,1695892000.5854206,replay,True,100000,128,0.702
1421,8,2,0.1,replay,1695892000.5854206,replay,True,100000,128,0.742
1422,8,3,0.1,replay,1695892000.5854206,replay,True,100000,128,0.762
1423,8,4,0.1,replay,1695892000.5854206,replay,True,100000,128,0.792
1424,8,5,0.1,replay,1695892000.5854206,replay,True,100000,128,0.779
1425,8,6,0.1,replay,1695892000.5854206,replay,True,100000,128,0.786
1426,8,7,0.1,replay,1695892000.5854206,replay,True,100000,128,0.801
1427,8,8,0.878,replay,1695892000.5854206,replay,True,100000,128,0.879
1428,8,9,0.862,replay,1695892000.5854206,replay,True,100000,128,0.857
1429,8,10,0.856,replay,1695892000.5854206,replay,True,100000,128,0.856
1430,9,0,0.1,replay,1695892000.5854206,replay,True,100000,128,0.432
1431,9,1,0.1,replay,1695892000.5854206,replay,True,100000,128,0.502
1432,9,2,0.1,replay,1695892000.5854206,replay,True,100000,128,0.555
1433,9,3,0.1,replay,1695892000.5854206,replay,True,100000,128,0.593
1434,9,4,0.1,replay,1695892000.5854206,replay,True,100000,128,0.602
1435,9,5,0.1,replay,1695892000.5854206,replay,True,100000,128,0.639
1436,9,6,0.1,replay,1695892000.5854206,replay,True,100000,128,0.644
1437,9,7,0.1,replay,1695892000.5854206,replay,True,100000,128,0.663
1438,9,8,0.1,replay,1695892000.5854206,replay,True,100000,128,0.676
1439,9,9,0.822,replay,1695892000.5854206,replay,True,100000,128,0.819
1440,9,10,0.791,replay,1695892000.5854206,replay,True,100000,128,0.782
1441,10,0,0.1,replay,1695892000.5854206,replay,True,100000,128,0.534
1442,10,1,0.1,replay,1695892000.5854206,replay,True,100000,128,0.591
1443,10,2,0.1,replay,1695892000.5854206,replay,True,100000,128,0.672
1444,10,3,0.1,replay,1695892000.5854206,replay,True,100000,128,0.674
1445,10,4,0.1,replay,1695892000.5854206,replay,True,100000,128,0.682
1446,10,5,0.1,replay,1695892000.5854206,replay,True,100000,128,0.707
1447,10,6,0.1,replay,1695892000.5854206,replay,True,100000,128,0.721
1448,10,7,0.1,replay,1695892000.5854206,replay,True,100000,128,0.706
1449,10,8,0.1,replay,1695892000.5854206,replay,True,100000,128,0.739
1450,10,9,0.1,replay,1695892000.5854206,replay,True,100000,128,0.724
1451,10,10,0.843,replay,1695892000.5854206,replay,True,100000,128,0.836
1452,0,0,0.833,replay,1695892478.2978115,replay,True,50000,128,0.8307
1453,0,1,0.8243,replay,1695892478.2978115,replay,True,50000,128,0.8232
1454,0,2,0.8225,replay,1695892478.2978115,replay,True,50000,128,0.8191
1455,0,3,0.8155,replay,1695892478.2978115,replay,True,50000,128,0.8069
1456,0,4,0.8054,replay,1695892478.2978115,replay,True,50000,128,0.8005
1457,0,5,0.8013,replay,1695892478.2978115,replay,True,50000,128,0.8016
1458,0,6,0.7984,replay,1695892478.2978115,replay,True,50000,128,0.7983
1459,0,7,0.7871,replay,1695892478.2978115,replay,True,50000,128,0.7921
1460,0,8,0.7885,replay,1695892478.2978115,replay,True,50000,128,0.7868
1461,0,9,0.7769,replay,1695892478.2978115,replay,True,50000,128,0.7825
1462,0,10,0.7667,replay,1695892478.2978115,replay,True,50000,128,0.7762
1463,1,0,0.1,replay,1695892478.2978115,replay,True,50000,128,0.624
1464,1,1,0.876,replay,1695892478.2978115,replay,True,50000,128,0.87
1465,1,2,0.853,replay,1695892478.2978115,replay,True,50000,128,0.844
1466,1,3,0.85,replay,1695892478.2978115,replay,True,50000,128,0.848
1467,1,4,0.858,replay,1695892478.2978115,replay,True,50000,128,0.86
1468,1,5,0.863,replay,1695892478.2978115,replay,True,50000,128,0.856
1469,1,6,0.867,replay,1695892478.2978115,replay,True,50000,128,0.871
1470,1,7,0.862,replay,1695892478.2978115,replay,True,50000,128,0.871
1471,1,8,0.873,replay,1695892478.2978115,replay,True,50000,128,0.869
1472,1,9,0.854,replay,1695892478.2978115,replay,True,50000,128,0.866
1473,1,10,0.86,replay,1695892478.2978115,replay,True,50000,128,0.861
1474,2,0,0.1,replay,1695892478.2978115,replay,True,50000,128,0.558
1475,2,1,0.1,replay,1695892478.2978115,replay,True,50000,128,0.611
1476,2,2,0.789,replay,1695892478.2978115,replay,True,50000,128,0.783
1477,2,3,0.78,replay,1695892478.2978115,replay,True,50000,128,0.766
1478,2,4,0.765,replay,1695892478.2978115,replay,True,50000,128,0.777
1479,2,5,0.779,replay,1695892478.2978115,replay,True,50000,128,0.789
1480,2,6,0.791,replay,1695892478.2978115,replay,True,50000,128,0.775
1481,2,7,0.772,replay,1695892478.2978115,replay,True,50000,128,0.79
1482,2,8,0.769,replay,1695892478.2978115,replay,True,50000,128,0.776
1483,2,9,0.757,replay,1695892478.2978115,replay,True,50000,128,0.772
1484,2,10,0.782,replay,1695892478.2978115,replay,True,50000,128,0.789
1485,3,0,0.1,replay,1695892478.2978115,replay,True,50000,128,0.494
1486,3,1,0.1,replay,1695892478.2978115,replay,True,50000,128,0.58
1487,3,2,0.1,replay,1695892478.2978115,replay,True,50000,128,0.616
1488,3,3,0.822,replay,1695892478.2978115,replay,True,50000,128,0.821
1489,3,4,0.825,replay,1695892478.2978115,replay,True,50000,128,0.812
1490,3,5,0.815,replay,1695892478.2978115,replay,True,50000,128,0.811
1491,3,6,0.832,replay,1695892478.2978115,replay,True,50000,128,0.813
1492,3,7,0.808,replay,1695892478.2978115,replay,True,50000,128,0.803
1493,3,8,0.818,replay,1695892478.2978115,replay,True,50000,128,0.824
1494,3,9,0.825,replay,1695892478.2978115,replay,True,50000,128,0.819
1495,3,10,0.829,replay,1695892478.2978115,replay,True,50000,128,0.817
1496,4,0,0.1,replay,1695892478.2978115,replay,True,50000,128,0.616
1497,4,1,0.1,replay,1695892478.2978115,replay,True,50000,128,0.697
1498,4,2,0.1,replay,1695892478.2978115,replay,True,50000,128,0.738
1499,4,3,0.1,replay,1695892478.2978115,replay,True,50000,128,0.748
1500,4,4,0.854,replay,1695892478.2978115,replay,True,50000,128,0.862
1501,4,5,0.85,replay,1695892478.2978115,replay,True,50000,128,0.861
1502,4,6,0.848,replay,1695892478.2978115,replay,True,50000,128,0.842
1503,4,7,0.853,replay,1695892478.2978115,replay,True,50000,128,0.846
1504,4,8,0.856,replay,1695892478.2978115,replay,True,50000,128,0.844
1505,4,9,0.863,replay,1695892478.2978115,replay,True,50000,128,0.845
1506,4,10,0.855,replay,1695892478.2978115,replay,True,50000,128,0.849
1507,5,0,0.1,replay,1695892478.2978115,replay,True,50000,128,0.586
1508,5,1,0.1,replay,1695892478.2978115,replay,True,50000,128,0.685
1509,5,2,0.1,replay,1695892478.2978115,replay,True,50000,128,0.734
1510,5,3,0.1,replay,1695892478.2978115,replay,True,50000,128,0.755
1511,5,4,0.1,replay,1695892478.2978115,replay,True,50000,128,0.771
1512,5,5,0.872,replay,1695892478.2978115,replay,True,50000,128,0.86
1513,5,6,0.843,replay,1695892478.2978115,replay,True,50000,128,0.85
1514,5,7,0.864,replay,1695892478.2978115,replay,True,50000,128,0.851
1515,5,8,0.852,replay,1695892478.2978115,replay,True,50000,128,0.856
1516,5,9,0.856,replay,1695892478.2978115,replay,True,50000,128,0.84
1517,5,10,0.855,replay,1695892478.2978115,replay,True,50000,128,0.848
1518,6,0,0.1,replay,1695892478.2978115,replay,True,50000,128,0.552
1519,6,1,0.1,replay,1695892478.2978115,replay,True,50000,128,0.622
1520,6,2,0.1,replay,1695892478.2978115,replay,True,50000,128,0.645
1521,6,3,0.1,replay,1695892478.2978115,replay,True,50000,128,0.685
1522,6,4,0.1,replay,1695892478.2978115,replay,True,50000,128,0.691
1523,6,5,0.1,replay,1695892478.2978115,replay,True,50000,128,0.707
1524,6,6,0.806,replay,1695892478.2978115,replay,True,50000,128,0.81
1525,6,7,0.786,replay,1695892478.2978115,replay,True,50000,128,0.794
1526,6,8,0.799,replay,1695892478.2978115,replay,True,50000,128,0.79
1527,6,9,0.778,replay,1695892478.2978115,replay,True,50000,128,0.79
1528,6,10,0.789,replay,1695892478.2978115,replay,True,50000,128,0.779
1529,7,0,0.1,replay,1695892478.2978115,replay,True,50000,128,0.523
1530,7,1,0.1,replay,1695892478.2978115,replay,True,50000,128,0.56
1531,7,2,0.1,replay,1695892478.2978115,replay,True,50000,128,0.604
1532,7,3,0.1,replay,1695892478.2978115,replay,True,50000,128,0.639
1533,7,4,0.1,replay,1695892478.2978115,replay,True,50000,128,0.66
1534,7,5,0.1,replay,1695892478.2978115,replay,True,50000,128,0.654
